locus_tag	ftype	length_bp	gene	EC_number	COG	product
HFFIBJOL_00773	CDS	219				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00774	CDS	702				TVP38/TMEM64 family inner membrane protein YdjZ [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00775	CDS	888				Undecaprenyl-diphosphatase [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00776	CDS	159				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00777	CDS	405				Glyoxalase-like domain protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00778	CDS	1524				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00779	CDS	1509				Sensor kinase CusS [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00780	CDS	693				Transcriptional regulatory protein TcrA [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00781	CDS	1281				putative poly(glycerol-phosphate) alpha-glucosyltransferase [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00782	CDS	2943				transcriptional regulator MalT [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00783	CDS	99				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00784	CDS	354				Peptidase inhibitor family I36 [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00785	CDS	375				Mercuric resistance operon regulatory protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00786	CDS	1074				N-ethylmaleimide reductase [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00787	CDS	387				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00788	CDS	330				PAS fold protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00789	CDS	627				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00790	CDS	528				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00791	CDS	333				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00792	CDS	618				ECF RNA polymerase sigma factor SigW [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00793	CDS	396				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00794	CDS	1251				Mannosyltransferase (PIG-V) [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00795	CDS	1152				putative ECF RNA polymerase sigma factor SigI [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00796	CDS	408				YCII-related domain protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00797	CDS	822				Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00798	CDS	519				Sarcosine/dimethylglycine N-methyltransferase [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00799	CDS	522				anhydro-N-acetylmuramic acid kinase [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00800	CDS	954				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00801	CDS	1572				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00802	CDS	900				Hydrogen peroxide-inducible genes activator [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00803	CDS	480				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00804	CDS	1275				enterobactin exporter EntS [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00805	CDS	228				Elongation factor G [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00806	CDS	507				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00807	CDS	252				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00808	CDS	207				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00809	CDS	669				Alpha-ketoglutarate-dependent dioxygenase AlkB [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00810	CDS	516				Pyridoxamine 5'-phosphate oxidase [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00811	CDS	270				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00812	CDS	987				Endonuclease/Exonuclease/phosphatase family protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00813	CDS	618				Flavin reductase like domain protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00814	CDS	1149				Pectate lyase L precursor [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00815	CDS	870				Pyrethroid hydrolase [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00816	CDS	969				HTH-type transcriptional regulator BenM [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00817	CDS	522				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00818	CDS	126				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00819	CDS	1605				Transglutaminase-activating metalloprotease precursor [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00820	CDS	459				SnoaL-like domain protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00821	CDS	585				putative transcriptional regulator [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00822	CDS	798				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00823	CDS	1395				Sensor protein CseC [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00824	CDS	1656				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00825	CDS	666				HTH-type transcriptional regulator McbR [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00826	CDS	2331				Microbial collagenase precursor [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00827	CDS	1644				Aspartate-proton symporter [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00828	CDS	1533				Diaminopimelate decarboxylase [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00829	CDS	1347				Cysteine synthase [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00830	CDS	1212				Cysteine desulfurase [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00831	CDS	759				Trans-aconitate 2-methyltransferase [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00832	CDS	801				27 kDa antigen Cfp30B [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00833	CDS	840				RNA polymerase sigma factor SigF [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00834	CDS	2100				Catalase HPII [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00835	CDS	201				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00836	CDS	1221				p-aminobenzoyl-glutamate hydrolase subunit B [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00837	CDS	1143				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00838	CDS	510				ABC transporter ATP-binding protein uup [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00839	CDS	1083				putative ABC transporter ATP-binding protein YheS [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00840	CDS	1500				putative amino acid permease YhdG [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00841	CDS	2568				Soluble epoxide hydrolase [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00842	CDS	963				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00843	CDS	546				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00844	CDS	435				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00845	CDS	648				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00846	CDS	204				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00847	CDS	2871				CHAT domain protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00848	CDS	765				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00849	CDS	699				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00850	CDS	1068				RNA polymerase principal sigma factor HrdB [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00851	tRNA	83				tRNA-Gly(ccc)
HFFIBJOL_00852	CDS	837				Gluconate 5-dehydrogenase [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00853	CDS	1278				putative succinyl-diaminopimelate desuccinylase [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00854	CDS	2205				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00855	CDS	498				Hydroperoxy fatty acid reductase gpx1 [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00856	CDS	492				Anti-sigma-B factor antagonist [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00857	CDS	1707				Redox sensor histidine kinase response regulator DevS [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00858	CDS	1287				Arsenical pump membrane protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00859	CDS	549				putative acetyltransferase [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00860	CDS	1356				NADH dehydrogenase-like protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00861	CDS	489				HTH-type transcriptional regulator NmtR [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00862	CDS	2088				putative cation-transporting P-type ATPase J [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00863	CDS	1917				putative ABC transporter ATP-binding protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00864	CDS	462				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00865	CDS	1596				Apolipoprotein N-acyltransferase [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00866	CDS	906				Putative oxidoreductase YceM [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00867	CDS	1272				FAD-dependent urate hydroxylase [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00868	CDS	696				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00869	CDS	504				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00870	CDS	678				Uracil-DNA glycosylase [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00871	CDS	966				L-glyceraldehyde 3-phosphate reductase [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00872	CDS	771				3-oxoacyl-[acyl-carrier-protein] reductase FabG [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00873	CDS	762				Short-chain reductase protein NovJ [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00874	CDS	396				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00875	CDS	825				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00876	CDS	1377				Acylamidase [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00877	CDS	885				Helix-turn-helix protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00878	CDS	699				Molecular chaperone Hsp31 and glyoxalase 3 [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00879	CDS	870				Helix-turn-helix protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00880	CDS	774				3-oxoacyl-[acyl-carrier-protein] reductase FabG [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00881	CDS	906				4-formylbenzenesulfonate dehydrogenase TsaC1/TsaC2 [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00882	CDS	210				Tautomerase enzyme [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00883	CDS	591				Transposon Tn10 TetC protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00884	CDS	606				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00885	CDS	1047				D-alanine--D-alanine ligase B [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00886	CDS	639				HTH-type transcriptional regulator YodB [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00887	CDS	1215				Glutamate-pyruvate aminotransferase AlaA [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00888	CDS	633				Homoserine/homoserine lactone efflux protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00889	CDS	1083				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00890	CDS	435				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00891	CDS	2193				Prolyl tripeptidyl peptidase precursor [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00892	CDS	516				Cytochrome b6-f complex iron-sulfur subunit [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00893	CDS	657				Isochorismatase family protein YecD [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00894	CDS	474				Pyridoxamine 5'-phosphate oxidase [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00895	CDS	1455				Long-chain-fatty-acid--CoA ligase [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00896	CDS	1422				Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00897	CDS	537				dephospho-CoA kinase/protein folding accessory domain-containing protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00898	CDS	909				HTH-type transcriptional regulator GltC [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00899	CDS	999				S-adenosylmethionine/S-adenosylhomocysteine transporter [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00900	CDS	564				Putative ribosomal N-acetyltransferase YdaF [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00901	CDS	1341				putative HTH-type transcriptional regulator YdcR [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00902	CDS	672				Pyridoxamine 5'-phosphate oxidase [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00903	CDS	642				Protease synthase and sporulation protein PAI 2 [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00904	CDS	1005				putative inner membrane transporter YicL [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00905	CDS	1092				Threonine/homoserine exporter RhtA [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00906	CDS	708				Clp amino terminal domain protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00907	CDS	603				Transcriptional regulator YqjI [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00908	CDS	1263				2-acyl-glycerophospho-ethanolamine acyltransferase [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00909	CDS	345				HTH-type transcriptional regulator ZntR [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00910	CDS	804				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00911	CDS	825				putative isomerase YddE [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00912	CDS	852				CAAX amino terminal protease self- immunity [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00913	CDS	1524				Carboxylate-amine ligase YbdK [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00914	CDS	588				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00915	CDS	267				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00916	CDS	2886				Glycine dehydrogenase (decarboxylating) [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00917	CDS	402				PRC-barrel domain protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00918	CDS	1545				DNA polymerase IV [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00919	CDS	603				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00920	CDS	474				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00921	CDS	747				MerR family regulatory protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00922	CDS	765				Glycogen accumulation regulator GarA [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00923	CDS	954				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00924	CDS	333				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00925	CDS	855				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00926	CDS	2496				D-glycero-alpha-D-manno-heptose 1-phosphate guanylyltransferase [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00927	CDS	609				Putative CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyl-transferase 2 [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00928	rRNA	111				5S ribosomal RNA
HFFIBJOL_00929	rRNA	3119				23S ribosomal RNA
HFFIBJOL_00930	rRNA	1524				16S ribosomal RNA
HFFIBJOL_00931	CDS	450				Glucose-specific phosphotransferase enzyme IIA component [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00932	CDS	1671				Phosphoenolpyruvate-protein phosphotransferase [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00933	CDS	927				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00934	CDS	2031				Acetyl-coenzyme A synthetase [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00935	CDS	2412				Alpha-xylosidase [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00936	CDS	999				Carminomycin 4-O-methyltransferase [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00937	CDS	840				D-alanyl-D-alanine dipeptidase [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00938	CDS	486				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00939	CDS	1191				lipid-transfer protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00940	CDS	1680				Cyclic di-GMP phosphodiesterase Gmr [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00941	CDS	768				putative glycerol uptake facilitator protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00942	CDS	327				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00943	CDS	312				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00944	CDS	1284				Xylose transport system permease protein XylH [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00945	CDS	786				Ribose import ATP-binding protein RbsA [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00946	CDS	1110				D-xylose-binding periplasmic protein precursor [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00947	CDS	1278				N-acetylglucosamine repressor [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00948	CDS	912				Trehalose transport system permease protein SugB [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00949	CDS	924				Lactose transport system permease protein LacF [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00950	CDS	1443				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00951	CDS	3426				Glycosyl hydrolase family 92 [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00952	CDS	954				FG-GAP repeat protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00953	CDS	2718				Aconitate hydratase [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00954	CDS	657				Ubiquinone biosynthesis O-methyltransferase [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00955	CDS	936				putative siderophore transport system ATP-binding protein YusV [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00956	CDS	978				Iron(3+)-hydroxamate-binding protein FhuD precursor [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00957	CDS	2079				Iron(3+)-hydroxamate import system permease protein FhuB [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00958	CDS	432				Helix-turn-helix domain protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00959	CDS	840				putative carboxylesterase nap [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00960	CDS	360				HTH-type transcriptional repressor YtrA [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00961	CDS	1032				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00962	CDS	1530				UDP-N-acetylglucosamine 1-carboxyvinyltransferase 1 [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00963	CDS	1839				DNA polymerase III PolC-type [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00964	CDS	2091				Putative ATP-dependent DNA helicase YjcD [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00965	CDS	468				PTS system 2-O-a-mannosyl-D-glycerate specific transporter subunit IIABC [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00966	CDS	1131				Inner membrane protein YbjJ [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00967	CDS	852				Glucitol operon repressor [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00968	CDS	591				D-glucose-1-phosphatase [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00969	CDS	1269				2,2-dialkylglycine decarboxylase [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00970	CDS	978				bifunctional inositol-1 monophosphatase/fructose-1,6-bisphosphatase [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00971	CDS	1017				putative zinc-type alcohol dehydrogenase-like protein YjmD [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00972	CDS	366				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00973	CDS	717				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00974	CDS	1407				Helix-turn-helix protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00975	CDS	1500				Methylmalonate-semialdehyde dehydrogenase [acylating] [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00976	CDS	1203				Acyl-CoA dehydrogenase [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00977	CDS	1071				Carnitinyl-CoA dehydratase [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00978	CDS	963				3-hydroxyisobutyrate dehydrogenase [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00979	CDS	807				putative enoyl-CoA hydratase echA8 [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00980	CDS	2541				6-O-methylguanine DNA methyltransferase, DNA binding domain [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00981	CDS	1140				Acyl-CoA dehydrogenase [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00982	CDS	1626				Benzoate--CoA ligase [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00983	CDS	870				Transcriptional repressor PaaX [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00984	CDS	765				Phosphoglycolate phosphatase [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00985	CDS	606				A-factor receptor protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00986	CDS	618				A-factor receptor protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00987	CDS	987				A-factor biosynthesis hotdog domain protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00988	CDS	2301				NADPH dehydrogenase [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00989	CDS	828				1,2-epoxyphenylacetyl-CoA isomerase [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00990	CDS	1464				putative amino acid permease YhdG [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00991	CDS	1008				Ornithine carbamoyltransferase [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00992	CDS	1224				Arginine deiminase [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00993	CDS	1977				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00994	CDS	1086				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00995	CDS	1077				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00996	CDS	2655				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00997	CDS	3489				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00998	CDS	2400				von Willebrand factor type A domain protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_00999	CDS	546				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_01000	CDS	1320				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_01001	CDS	2277				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_01002	CDS	975				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_01003	CDS	747				cAMP receptor protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_01004	CDS	453				Nucleoid-associated protein EspR [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_01005	CDS	447				HTH-type transcriptional regulator FrlR [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_01006	CDS	318				Putative HTH-type transcriptional regulator [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_01007	CDS	186				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_01008	CDS	1338				Nisin biosynthesis protein NisC [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_01009	CDS	3057				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_01010	CDS	1785				Lipid A export ATP-binding/permease protein MsbA [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_01011	CDS	966				Luciferase-like monooxygenase [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_01012	CDS	1281				Erythromycin esterase [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_01013	CDS	540				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_01014	CDS	2598				Bis(5'-nucleosyl)-tetraphosphatase PrpE [asymmetrical] [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_01015	CDS	1590				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_01016	CDS	933				Pyrimidine monooxygenase RutA [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_01017	CDS	1242				Phosphoserine phosphatase RsbU [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_01018	CDS	564				Quercetin 2,3-dioxygenase [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_01019	CDS	474				MarR family protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_01020	CDS	441				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_01021	CDS	963				Phosphotransferase enzyme family protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_01022	CDS	456				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_01023	CDS	354				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_01024	CDS	555				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_01025	CDS	822				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_01026	CDS	390				Cell division protein SepF [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_01027	CDS	1161				Magnesium transport protein CorA [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_01028	CDS	591				GTP cyclohydrolase 1 [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_01029	CDS	735				7-carboxy-7-deazaguanine synthase [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_01030	CDS	366				6-carboxy-5,6,7,8-tetrahydropterin synthase [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_01031	CDS	675				7-cyano-7-deazaguanine synthase [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_01032	CDS	1251				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_01033	CDS	1272				Major Facilitator Superfamily protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_01034	CDS	930				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_01035	CDS	1329				Phenoxybenzoate dioxygenase subunit alpha [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_01036	CDS	1281				Alanine-anticapsin ligase BacD [Streptomyces rimosus subsp. rimosus]
