# Program:featureCounts v2.0.3; Command:"featureCounts" "-T" "8" "-p" "-s" "2" "-a" "/home/lukasa/Genome_analysis_project/05-annotation/R7_prokka_output/R7_annotation.gtf" "-o" "R7_counts_64.txt" "-g" "gene_id" "-t" "transcript" "/home/lukasa/Genome_analysis_project/07-RNA_mapping/64_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/lukasa/Genome_analysis_project/07-RNA_mapping/64_sorted.bam
FGFFFLIJ_02558	contig_2_pilon	3129251	3130372	-	1122	44
FGFFFLIJ_02559	contig_2_pilon	3130542	3131489	+	948	22
FGFFFLIJ_02560	contig_2_pilon	3131583	3132323	+	741	51
FGFFFLIJ_02561	contig_2_pilon	3132408	3132671	+	264	14
FGFFFLIJ_02562	contig_2_pilon	3132899	3134062	+	1164	12
FGFFFLIJ_02563	contig_2_pilon	3134254	3135486	+	1233	40
FGFFFLIJ_02564	contig_2_pilon	3135593	3137128	+	1536	22
FGFFFLIJ_02565	contig_2_pilon	3137139	3138389	-	1251	741
FGFFFLIJ_02566	contig_2_pilon	3138429	3139085	-	657	572
FGFFFLIJ_02567	contig_2_pilon	3139090	3139491	-	402	321
FGFFFLIJ_02568	contig_2_pilon	3139488	3139985	-	498	415
FGFFFLIJ_02569	contig_2_pilon	3139982	3142843	-	2862	1012
FGFFFLIJ_02570	contig_2_pilon	3143306	3144151	+	846	54
FGFFFLIJ_02571	contig_2_pilon	3144315	3145025	+	711	164
FGFFFLIJ_02572	contig_2_pilon	3145064	3146428	+	1365	319
FGFFFLIJ_02573	contig_2_pilon	3146614	3147189	-	576	360
FGFFFLIJ_02574	contig_2_pilon	3147439	3148296	+	858	35
FGFFFLIJ_02575	contig_2_pilon	3148351	3148950	-	600	3065
FGFFFLIJ_02576	contig_2_pilon	3149081	3151489	-	2409	386
FGFFFLIJ_02577	contig_2_pilon	3152180	3152917	-	738	101
FGFFFLIJ_02578	contig_2_pilon	3153204	3153935	+	732	125
FGFFFLIJ_02579	contig_2_pilon	3154014	3154754	+	741	234
FGFFFLIJ_02580	contig_2_pilon	3154751	3155953	+	1203	159
FGFFFLIJ_02581	contig_2_pilon	3156191	3160036	+	3846	14232
FGFFFLIJ_02582	contig_2_pilon	3160123	3163128	-	3006	672
FGFFFLIJ_02583	contig_2_pilon	3163222	3164439	-	1218	36
FGFFFLIJ_02584	contig_2_pilon	3164603	3164830	-	228	85
FGFFFLIJ_02585	contig_2_pilon	3164912	3168220	-	3309	248
FGFFFLIJ_02586	contig_2_pilon	3168227	3169285	-	1059	581
FGFFFLIJ_02587	contig_2_pilon	3169469	3171637	-	2169	235
FGFFFLIJ_02588	contig_2_pilon	3171637	3172032	-	396	142
FGFFFLIJ_02589	contig_2_pilon	3172185	3172361	+	177	163
FGFFFLIJ_02590	contig_2_pilon	3173041	3173967	+	927	161
FGFFFLIJ_02591	contig_2_pilon	3173972	3175099	+	1128	86
FGFFFLIJ_02592	contig_2_pilon	3175304	3176188	+	885	960
FGFFFLIJ_02593	contig_2_pilon	3176240	3176803	-	564	21
FGFFFLIJ_02594	contig_2_pilon	3176803	3177012	-	210	64
FGFFFLIJ_02595	contig_2_pilon	3177153	3177863	+	711	2
FGFFFLIJ_02596	contig_2_pilon	3177889	3178383	-	495	9
FGFFFLIJ_02597	contig_2_pilon	3178802	3179083	+	282	0
FGFFFLIJ_02598	contig_2_pilon	3179105	3179716	-	612	32
FGFFFLIJ_02599	contig_2_pilon	3179831	3180799	+	969	76
FGFFFLIJ_02600	contig_2_pilon	3181018	3181248	-	231	0
FGFFFLIJ_02601	contig_2_pilon	3181375	3181998	-	624	37
FGFFFLIJ_02602	contig_2_pilon	3182034	3182996	-	963	310
FGFFFLIJ_02603	contig_2_pilon	3183124	3183426	-	303	10
FGFFFLIJ_02604	contig_2_pilon	3183542	3184804	-	1263	3567
FGFFFLIJ_02605	contig_2_pilon	3185328	3186302	+	975	152
FGFFFLIJ_02606	contig_2_pilon	3186386	3187330	+	945	167
FGFFFLIJ_02607	contig_2_pilon	3187327	3188100	+	774	174
FGFFFLIJ_02608	contig_2_pilon	3188216	3188977	-	762	935
FGFFFLIJ_02609	contig_2_pilon	3189057	3189686	+	630	72
FGFFFLIJ_02610	contig_2_pilon	3189590	3190054	-	465	57
FGFFFLIJ_02611	contig_2_pilon	3190240	3190635	+	396	3071
FGFFFLIJ_02612	contig_2_pilon	3190821	3191420	+	600	549
FGFFFLIJ_02613	contig_2_pilon	3191420	3193288	+	1869	2273
FGFFFLIJ_02614	contig_2_pilon	3193316	3194173	+	858	381
FGFFFLIJ_02615	contig_2_pilon	3194195	3194926	+	732	349
FGFFFLIJ_02616	contig_2_pilon	3195057	3196385	+	1329	41
FGFFFLIJ_02617	contig_2_pilon	3196382	3196954	+	573	4
FGFFFLIJ_02618	contig_2_pilon	3196873	3199290	-	2418	68
FGFFFLIJ_02619	contig_2_pilon	3199519	3202701	+	3183	22
FGFFFLIJ_02620	contig_2_pilon	3203017	3204003	-	987	92
FGFFFLIJ_02621	contig_2_pilon	3204202	3204849	+	648	66
FGFFFLIJ_02622	contig_2_pilon	3205018	3205563	-	546	88
FGFFFLIJ_02623	contig_2_pilon	3205590	3206333	-	744	113
FGFFFLIJ_02624	contig_2_pilon	3206454	3206828	-	375	15
FGFFFLIJ_02625	contig_2_pilon	3207041	3207415	-	375	7
FGFFFLIJ_02626	contig_2_pilon	3207412	3207816	-	405	67
FGFFFLIJ_02627	contig_2_pilon	3207813	3208334	-	522	75
FGFFFLIJ_02628	contig_2_pilon	3208551	3209288	+	738	14
FGFFFLIJ_02629	contig_2_pilon	3209314	3210600	+	1287	8
FGFFFLIJ_02630	contig_2_pilon	3210697	3211833	+	1137	385
FGFFFLIJ_02631	contig_2_pilon	3211892	3213265	-	1374	30
FGFFFLIJ_02632	contig_2_pilon	3213356	3213940	+	585	53
FGFFFLIJ_02633	contig_2_pilon	3213968	3215485	-	1518	16
FGFFFLIJ_02634	contig_2_pilon	3215629	3216639	+	1011	7
FGFFFLIJ_02635	contig_2_pilon	3216724	3219000	+	2277	34
FGFFFLIJ_02636	contig_2_pilon	3219234	3220172	+	939	27
FGFFFLIJ_02637	contig_2_pilon	3220263	3220694	+	432	9
FGFFFLIJ_02638	contig_2_pilon	3220699	3220923	-	225	221
FGFFFLIJ_02639	contig_2_pilon	3221007	3221816	-	810	164
FGFFFLIJ_02640	contig_2_pilon	3221929	3222759	-	831	141
FGFFFLIJ_02641	contig_2_pilon	3222790	3223023	+	234	1070
FGFFFLIJ_02642	contig_2_pilon	3223180	3223773	+	594	1457
FGFFFLIJ_02643	contig_2_pilon	3223793	3224713	+	921	228
FGFFFLIJ_02644	contig_2_pilon	3224736	3226340	-	1605	176
FGFFFLIJ_02645	contig_2_pilon	3226409	3226705	+	297	208
FGFFFLIJ_02646	contig_2_pilon	3226831	3227319	+	489	368
FGFFFLIJ_02647	contig_2_pilon	3227590	3228003	+	414	2356
FGFFFLIJ_02648	contig_2_pilon	3228020	3228982	+	963	3779
FGFFFLIJ_02649	contig_2_pilon	3229191	3229874	-	684	75
FGFFFLIJ_02650	contig_2_pilon	3229933	3230841	+	909	98
FGFFFLIJ_02651	contig_2_pilon	3231163	3231420	+	258	1296
FGFFFLIJ_02652	contig_2_pilon	3231799	3233268	-	1470	176
FGFFFLIJ_02653	contig_2_pilon	3233642	3234193	-	552	35
FGFFFLIJ_02654	contig_2_pilon	3234338	3235093	+	756	16
FGFFFLIJ_02655	contig_2_pilon	3235177	3235347	-	171	126
FGFFFLIJ_02656	contig_2_pilon	3235504	3237045	-	1542	166
FGFFFLIJ_02657	contig_2_pilon	3237471	3238253	+	783	532
FGFFFLIJ_02658	contig_2_pilon	3238603	3240147	-	1545	54
FGFFFLIJ_02659	contig_2_pilon	3240156	3240986	-	831	43
FGFFFLIJ_02660	contig_2_pilon	3240983	3241966	-	984	14
FGFFFLIJ_02661	contig_2_pilon	3242159	3243430	-	1272	83
FGFFFLIJ_02662	contig_2_pilon	3243740	3244498	+	759	255
FGFFFLIJ_02663	contig_2_pilon	3244650	3246806	+	2157	136
FGFFFLIJ_02664	contig_2_pilon	3246803	3247000	+	198	3
FGFFFLIJ_02665	contig_2_pilon	3247124	3247399	+	276	105
FGFFFLIJ_02666	contig_2_pilon	3247396	3249030	+	1635	293
FGFFFLIJ_02667	contig_2_pilon	3249074	3249583	+	510	166
FGFFFLIJ_02668	contig_2_pilon	3249636	3250994	-	1359	93
FGFFFLIJ_02669	contig_2_pilon	3251040	3252386	-	1347	95
FGFFFLIJ_02670	contig_2_pilon	3252987	3255440	+	2454	114
FGFFFLIJ_02671	contig_2_pilon	3255431	3256507	+	1077	123
FGFFFLIJ_02672	contig_2_pilon	3256651	3258543	+	1893	44
FGFFFLIJ_02673	contig_2_pilon	3258563	3259204	-	642	1281
FGFFFLIJ_02674	contig_2_pilon	3259274	3260260	-	987	927
FGFFFLIJ_02675	contig_2_pilon	3260824	3261231	-	408	807
FGFFFLIJ_02676	contig_2_pilon	3261228	3262088	-	861	2917
FGFFFLIJ_02677	contig_2_pilon	3262272	3262865	+	594	104
FGFFFLIJ_02678	contig_2_pilon	3262883	3263509	-	627	89
FGFFFLIJ_02679	contig_2_pilon	3263556	3264332	-	777	315
FGFFFLIJ_02680	contig_2_pilon	3264410	3265123	+	714	190
FGFFFLIJ_02681	contig_2_pilon	3265314	3266681	+	1368	307
FGFFFLIJ_02682	contig_2_pilon	3266695	3267702	+	1008	117
FGFFFLIJ_02683	contig_2_pilon	3268017	3268940	+	924	11
FGFFFLIJ_02684	contig_2_pilon	3269078	3269401	+	324	974
FGFFFLIJ_02685	contig_2_pilon	3269418	3270047	-	630	60
FGFFFLIJ_02686	contig_2_pilon	3270151	3270993	+	843	479
FGFFFLIJ_02687	contig_2_pilon	3271176	3271613	+	438	124
FGFFFLIJ_02688	contig_2_pilon	3271693	3273174	-	1482	7914
FGFFFLIJ_02689	contig_2_pilon	3273314	3273733	+	420	1291
FGFFFLIJ_02690	contig_2_pilon	3273906	3274394	+	489	3161
FGFFFLIJ_02691	contig_2_pilon	3274554	3274628	-	75	7
FGFFFLIJ_02692	contig_2_pilon	3274773	3276638	-	1866	1109
FGFFFLIJ_02693	contig_2_pilon	3276868	3276942	-	75	3
FGFFFLIJ_02694	contig_2_pilon	3277011	3279839	-	2829	1976
FGFFFLIJ_02695	contig_2_pilon	3280054	3280608	+	555	438
FGFFFLIJ_02696	contig_2_pilon	3280670	3281761	-	1092	1205
FGFFFLIJ_02697	contig_2_pilon	3281914	3282093	-	180	1029
FGFFFLIJ_02698	contig_2_pilon	3282255	3282707	-	453	234
FGFFFLIJ_02699	contig_2_pilon	3282904	3284055	-	1152	198
FGFFFLIJ_02700	contig_2_pilon	3284248	3285711	+	1464	2329
FGFFFLIJ_02701	contig_2_pilon	3285708	3286235	+	528	230
FGFFFLIJ_02702	contig_2_pilon	3286288	3287046	-	759	144
FGFFFLIJ_02703	contig_2_pilon	3287068	3287751	-	684	141
FGFFFLIJ_02704	contig_2_pilon	3287763	3289499	-	1737	298
FGFFFLIJ_02705	contig_2_pilon	3289615	3290121	-	507	60
FGFFFLIJ_02706	contig_2_pilon	3290299	3291549	+	1251	174
FGFFFLIJ_02707	contig_2_pilon	3291584	3292981	+	1398	1753
FGFFFLIJ_02708	contig_2_pilon	3293021	3293221	-	201	156
FGFFFLIJ_02709	contig_2_pilon	3293385	3293714	-	330	767
FGFFFLIJ_02710	contig_2_pilon	3293711	3294064	-	354	2899
FGFFFLIJ_02711	contig_2_pilon	3294185	3294517	-	333	6735
FGFFFLIJ_02712	contig_2_pilon	3294660	3296933	-	2274	506
FGFFFLIJ_02713	contig_2_pilon	3297153	3297395	+	243	457
FGFFFLIJ_02714	contig_2_pilon	3297487	3298590	-	1104	239
FGFFFLIJ_02715	contig_2_pilon	3298998	3299933	-	936	111
FGFFFLIJ_02716	contig_2_pilon	3300223	3301623	-	1401	305
FGFFFLIJ_02717	contig_2_pilon	3301680	3305414	-	3735	236
FGFFFLIJ_02718	contig_2_pilon	3305484	3308717	-	3234	141
FGFFFLIJ_02719	contig_2_pilon	3309330	3309818	-	489	30
FGFFFLIJ_02720	contig_2_pilon	3310034	3313054	+	3021	1201
FGFFFLIJ_02721	contig_2_pilon	3313151	3314431	-	1281	4786
FGFFFLIJ_02722	contig_2_pilon	3314428	3315234	-	807	769
FGFFFLIJ_02723	contig_2_pilon	3315222	3316199	-	978	1055
FGFFFLIJ_02724	contig_2_pilon	3316530	3317780	-	1251	165
FGFFFLIJ_02725	contig_2_pilon	3317777	3319756	-	1980	1263
FGFFFLIJ_02726	contig_2_pilon	3319948	3321657	-	1710	23
FGFFFLIJ_02727	contig_2_pilon	3321654	3322643	-	990	6
FGFFFLIJ_02728	contig_2_pilon	3322640	3323683	-	1044	0
FGFFFLIJ_02729	contig_2_pilon	3323683	3325413	-	1731	87
FGFFFLIJ_02730	contig_2_pilon	3325939	3327249	-	1311	424
FGFFFLIJ_02731	contig_2_pilon	3327705	3328652	-	948	593
FGFFFLIJ_02732	contig_2_pilon	3328931	3329149	+	219	1641
FGFFFLIJ_02733	contig_2_pilon	3329292	3329933	+	642	2368
FGFFFLIJ_02734	contig_2_pilon	3330241	3330468	+	228	772
FGFFFLIJ_02735	contig_2_pilon	3330671	3330955	+	285	1961
FGFFFLIJ_02736	contig_2_pilon	3331449	3332195	-	747	203
FGFFFLIJ_02737	contig_2_pilon	3332680	3335301	+	2622	1695
FGFFFLIJ_02738	contig_2_pilon	3335408	3336280	+	873	87
FGFFFLIJ_02739	contig_2_pilon	3336321	3337262	-	942	296
FGFFFLIJ_02740	contig_2_pilon	3337475	3337627	+	153	168
FGFFFLIJ_02741	contig_2_pilon	3337760	3338365	-	606	36
FGFFFLIJ_02742	contig_2_pilon	3338679	3339533	-	855	131
FGFFFLIJ_02743	contig_2_pilon	3339833	3340471	-	639	142
FGFFFLIJ_02744	contig_2_pilon	3340650	3341903	+	1254	46
FGFFFLIJ_02745	contig_2_pilon	3342027	3342623	-	597	70
FGFFFLIJ_02746	contig_2_pilon	3343145	3344278	+	1134	4208
FGFFFLIJ_02747	contig_2_pilon	3344326	3344892	+	567	340
FGFFFLIJ_02748	contig_2_pilon	3344989	3345783	-	795	67
FGFFFLIJ_02749	contig_2_pilon	3346064	3347362	+	1299	1669
FGFFFLIJ_02750	contig_2_pilon	3347352	3347942	+	591	775
FGFFFLIJ_02751	contig_2_pilon	3348044	3349204	+	1161	924
FGFFFLIJ_02752	contig_2_pilon	3349350	3350066	-	717	415
FGFFFLIJ_02753	contig_2_pilon	3350194	3350676	-	483	1729
FGFFFLIJ_02754	contig_2_pilon	3350850	3352913	-	2064	209
FGFFFLIJ_02755	contig_2_pilon	3353051	3354043	-	993	615
FGFFFLIJ_02756	contig_2_pilon	3354040	3354834	-	795	3553
FGFFFLIJ_02757	contig_2_pilon	3355000	3355683	+	684	105
FGFFFLIJ_02758	contig_2_pilon	3355836	3356003	-	168	2840
FGFFFLIJ_02759	contig_2_pilon	3356318	3357118	+	801	84
FGFFFLIJ_02760	contig_2_pilon	3357169	3357777	-	609	154
FGFFFLIJ_02761	contig_2_pilon	3357774	3358190	-	417	23
FGFFFLIJ_02762	contig_2_pilon	3358281	3359180	+	900	99
FGFFFLIJ_02763	contig_2_pilon	3359206	3359958	-	753	919
FGFFFLIJ_02764	contig_2_pilon	3360070	3361161	-	1092	463
FGFFFLIJ_02765	contig_2_pilon	3361203	3362222	+	1020	941
FGFFFLIJ_02766	contig_2_pilon	3362716	3363282	+	567	1769
FGFFFLIJ_02767	contig_2_pilon	3363371	3364534	-	1164	1166
FGFFFLIJ_02768	contig_2_pilon	3364606	3364926	-	321	2199
FGFFFLIJ_02769	contig_2_pilon	3365066	3366076	+	1011	176
FGFFFLIJ_02770	contig_2_pilon	3366238	3366948	+	711	10
FGFFFLIJ_02771	contig_2_pilon	3366915	3368042	-	1128	856
FGFFFLIJ_02772	contig_2_pilon	3368194	3368832	-	639	75
FGFFFLIJ_02773	contig_2_pilon	3368899	3370155	-	1257	418
FGFFFLIJ_02774	contig_2_pilon	3370152	3370889	-	738	756
FGFFFLIJ_02775	contig_2_pilon	3370886	3371845	-	960	1409
FGFFFLIJ_02776	contig_2_pilon	3371932	3373170	-	1239	42
FGFFFLIJ_02777	contig_2_pilon	3373342	3375477	-	2136	750
FGFFFLIJ_02778	contig_2_pilon	3375642	3376157	-	516	97
FGFFFLIJ_02779	contig_2_pilon	3376154	3377092	-	939	418
FGFFFLIJ_02780	contig_2_pilon	3377242	3377436	-	195	835
FGFFFLIJ_02781	contig_2_pilon	3377669	3379831	+	2163	300
FGFFFLIJ_02782	contig_2_pilon	3379857	3380873	-	1017	6
FGFFFLIJ_02783	contig_2_pilon	3381293	3382321	+	1029	63
FGFFFLIJ_02784	contig_2_pilon	3382411	3384213	+	1803	207
FGFFFLIJ_02785	contig_2_pilon	3384334	3385311	+	978	76
FGFFFLIJ_02786	contig_2_pilon	3385322	3386392	+	1071	48
FGFFFLIJ_02787	contig_2_pilon	3386404	3387564	+	1161	35
FGFFFLIJ_02788	contig_2_pilon	3387776	3388762	+	987	16
FGFFFLIJ_02789	contig_2_pilon	3388796	3389848	-	1053	82
FGFFFLIJ_02790	contig_2_pilon	3389845	3390879	-	1035	46
FGFFFLIJ_02791	contig_2_pilon	3390891	3391895	-	1005	40
FGFFFLIJ_02792	contig_2_pilon	3391888	3392811	-	924	40
FGFFFLIJ_02793	contig_2_pilon	3392828	3394450	-	1623	224
FGFFFLIJ_02794	contig_2_pilon	3394605	3395228	-	624	544
FGFFFLIJ_02795	contig_2_pilon	3395317	3395517	-	201	93
FGFFFLIJ_02796	contig_2_pilon	3395528	3396391	-	864	100
FGFFFLIJ_02797	contig_2_pilon	3396526	3396945	+	420	123
FGFFFLIJ_02798	contig_2_pilon	3397491	3398543	-	1053	211
FGFFFLIJ_02799	contig_2_pilon	3398536	3399573	-	1038	257
FGFFFLIJ_02800	contig_2_pilon	3399585	3400511	-	927	177
FGFFFLIJ_02801	contig_2_pilon	3400504	3401427	-	924	308
FGFFFLIJ_02802	contig_2_pilon	3401550	3403178	-	1629	1984
FGFFFLIJ_02803	contig_2_pilon	3403653	3405557	-	1905	9786
FGFFFLIJ_02804	contig_2_pilon	3405863	3408253	-	2391	64
FGFFFLIJ_02805	contig_2_pilon	3408758	3409075	+	318	46
FGFFFLIJ_02806	contig_2_pilon	3409146	3410006	+	861	63
FGFFFLIJ_02807	contig_2_pilon	3410022	3412025	+	2004	47
FGFFFLIJ_02808	contig_2_pilon	3412022	3412810	+	789	38
FGFFFLIJ_02809	contig_2_pilon	3412841	3415741	-	2901	1978
FGFFFLIJ_02810	contig_2_pilon	3415813	3416292	-	480	441
FGFFFLIJ_02811	contig_2_pilon	3416574	3416990	-	417	77
FGFFFLIJ_02812	contig_2_pilon	3417030	3417209	-	180	93
FGFFFLIJ_02813	contig_2_pilon	3417531	3419225	-	1695	511
FGFFFLIJ_02814	contig_2_pilon	3419639	3420391	-	753	1192
FGFFFLIJ_02815	contig_2_pilon	3420662	3421441	+	780	146
FGFFFLIJ_02816	contig_2_pilon	3421429	3422334	-	906	5
FGFFFLIJ_02817	contig_2_pilon	3422527	3423036	+	510	214
FGFFFLIJ_02818	contig_2_pilon	3423077	3423661	+	585	136
FGFFFLIJ_02819	contig_2_pilon	3423703	3425382	-	1680	146
FGFFFLIJ_02820	contig_2_pilon	3425686	3425955	+	270	233
FGFFFLIJ_02821	contig_2_pilon	3425948	3426211	+	264	316
FGFFFLIJ_02822	contig_2_pilon	3426346	3427434	-	1089	3264
FGFFFLIJ_02823	contig_2_pilon	3427854	3428684	+	831	893
FGFFFLIJ_02824	contig_2_pilon	3428650	3429522	-	873	1949
FGFFFLIJ_02825	contig_2_pilon	3429608	3430651	-	1044	2562
FGFFFLIJ_02826	contig_2_pilon	3431144	3432646	+	1503	102
FGFFFLIJ_02827	contig_2_pilon	3432949	3434184	+	1236	338
FGFFFLIJ_02828	contig_2_pilon	3434195	3434476	+	282	44
FGFFFLIJ_02829	contig_2_pilon	3434743	3435336	+	594	32
FGFFFLIJ_02830	contig_2_pilon	3435531	3436094	-	564	386
FGFFFLIJ_02831	contig_2_pilon	3436279	3437310	+	1032	828
FGFFFLIJ_02832	contig_2_pilon	3437422	3437781	-	360	3089
FGFFFLIJ_02833	contig_2_pilon	3438075	3438890	-	816	270
FGFFFLIJ_02834	contig_2_pilon	3439061	3440731	+	1671	1243
FGFFFLIJ_02835	contig_2_pilon	3440811	3442205	+	1395	1366
FGFFFLIJ_02836	contig_2_pilon	3442300	3443025	+	726	250
FGFFFLIJ_02837	contig_2_pilon	3443264	3443947	+	684	492
FGFFFLIJ_02838	contig_2_pilon	3444148	3446184	+	2037	329
FGFFFLIJ_02839	contig_2_pilon	3446355	3447818	+	1464	902
FGFFFLIJ_02840	contig_2_pilon	3447903	3450152	-	2250	711
FGFFFLIJ_02841	contig_2_pilon	3450388	3451368	+	981	207
FGFFFLIJ_02842	contig_2_pilon	3451365	3451703	+	339	3
FGFFFLIJ_02843	contig_2_pilon	3451929	3452615	+	687	17
FGFFFLIJ_02844	contig_2_pilon	3452612	3455029	+	2418	50
FGFFFLIJ_02845	contig_2_pilon	3455136	3455660	+	525	231
FGFFFLIJ_02846	contig_2_pilon	3455657	3456346	+	690	131
FGFFFLIJ_02847	contig_2_pilon	3456399	3458846	+	2448	130
FGFFFLIJ_02848	contig_2_pilon	3458904	3461282	+	2379	29
FGFFFLIJ_02849	contig_2_pilon	3461329	3462285	-	957	166
FGFFFLIJ_02850	contig_2_pilon	3462847	3463188	-	342	1299
FGFFFLIJ_02851	contig_2_pilon	3463538	3464092	+	555	5789
FGFFFLIJ_02852	contig_2_pilon	3464130	3464663	+	534	2008
FGFFFLIJ_02853	contig_2_pilon	3464743	3466470	+	1728	129
FGFFFLIJ_02854	contig_2_pilon	3466483	3467895	-	1413	533
FGFFFLIJ_02855	contig_2_pilon	3468046	3468777	-	732	3106
FGFFFLIJ_02856	contig_2_pilon	3469154	3470476	-	1323	16391
FGFFFLIJ_02857	contig_2_pilon	3470848	3471645	-	798	767
FGFFFLIJ_02858	contig_2_pilon	3471769	3472806	+	1038	429
FGFFFLIJ_02859	contig_2_pilon	3473044	3473595	-	552	53
FGFFFLIJ_02860	contig_2_pilon	3473832	3474404	+	573	4
FGFFFLIJ_02861	contig_2_pilon	3474750	3475205	-	456	71
FGFFFLIJ_02862	contig_2_pilon	3475233	3475421	-	189	25
FGFFFLIJ_02863	contig_2_pilon	3475439	3475756	-	318	79
FGFFFLIJ_02864	contig_2_pilon	3476429	3476878	+	450	66
FGFFFLIJ_02865	contig_2_pilon	3476888	3478135	-	1248	8
FGFFFLIJ_02866	contig_2_pilon	3478259	3478840	-	582	43
FGFFFLIJ_02867	contig_2_pilon	3478948	3479577	-	630	72
FGFFFLIJ_02868	contig_2_pilon	3479581	3480156	-	576	19
FGFFFLIJ_02869	contig_2_pilon	3480189	3480845	-	657	77
FGFFFLIJ_02870	contig_2_pilon	3480941	3481147	-	207	185
FGFFFLIJ_02871	contig_2_pilon	3481694	3482596	-	903	206
FGFFFLIJ_02872	contig_2_pilon	3482636	3483580	-	945	275
FGFFFLIJ_02873	contig_2_pilon	3483644	3484981	-	1338	229
FGFFFLIJ_02874	contig_2_pilon	3484978	3485403	-	426	34
FGFFFLIJ_02875	contig_2_pilon	3485400	3485786	-	387	13
FGFFFLIJ_02876	contig_2_pilon	3485790	3487136	-	1347	118
FGFFFLIJ_02877	contig_2_pilon	3487150	3487872	-	723	96
FGFFFLIJ_02878	contig_2_pilon	3488027	3489043	-	1017	188
FGFFFLIJ_02879	contig_2_pilon	3489378	3490466	+	1089	2
FGFFFLIJ_02880	contig_2_pilon	3490626	3491537	-	912	399
FGFFFLIJ_02881	contig_2_pilon	3491740	3493098	+	1359	34
FGFFFLIJ_02882	contig_2_pilon	3493198	3493725	+	528	18
FGFFFLIJ_02883	contig_2_pilon	3493839	3494489	+	651	38
FGFFFLIJ_02884	contig_2_pilon	3494544	3495110	-	567	13
FGFFFLIJ_02885	contig_2_pilon	3495126	3495881	-	756	33
FGFFFLIJ_02886	contig_2_pilon	3496037	3496456	+	420	0
FGFFFLIJ_02887	contig_2_pilon	3496458	3497948	-	1491	37
FGFFFLIJ_02888	contig_2_pilon	3498074	3498484	-	411	109
FGFFFLIJ_02889	contig_2_pilon	3498497	3499255	-	759	26
FGFFFLIJ_02890	contig_2_pilon	3499252	3500451	-	1200	34
FGFFFLIJ_02891	contig_2_pilon	3500605	3501945	+	1341	102
FGFFFLIJ_02892	contig_2_pilon	3502166	3503782	+	1617	44
FGFFFLIJ_02893	contig_2_pilon	3503718	3505610	-	1893	20
FGFFFLIJ_02894	contig_2_pilon	3505824	3507035	+	1212	615
FGFFFLIJ_02895	contig_2_pilon	3507150	3507566	+	417	414
FGFFFLIJ_02896	contig_2_pilon	3507686	3509509	-	1824	2137
FGFFFLIJ_02897	contig_2_pilon	3509753	3510490	+	738	638
FGFFFLIJ_02898	contig_2_pilon	3510464	3510739	-	276	158
FGFFFLIJ_02899	contig_2_pilon	3510903	3511535	+	633	69
FGFFFLIJ_02900	contig_2_pilon	3511662	3512132	-	471	24
FGFFFLIJ_02901	contig_2_pilon	3512282	3513307	-	1026	203
FGFFFLIJ_02902	contig_2_pilon	3513396	3515432	-	2037	1590
FGFFFLIJ_02903	contig_2_pilon	3515590	3516156	+	567	497
FGFFFLIJ_02904	contig_2_pilon	3516507	3519791	+	3285	506
FGFFFLIJ_02905	contig_2_pilon	3519879	3520151	-	273	492
FGFFFLIJ_02906	contig_2_pilon	3520156	3521028	-	873	648
FGFFFLIJ_02907	contig_2_pilon	3521123	3521533	+	411	101
FGFFFLIJ_02908	contig_2_pilon	3521805	3522302	+	498	1552
FGFFFLIJ_02909	contig_2_pilon	3522459	3523319	-	861	1867
FGFFFLIJ_02910	contig_2_pilon	3523316	3524374	-	1059	2701
FGFFFLIJ_02911	contig_2_pilon	3524634	3525851	-	1218	320
FGFFFLIJ_02912	contig_2_pilon	3526197	3526697	+	501	648
FGFFFLIJ_02913	contig_2_pilon	3526822	3527409	+	588	62
FGFFFLIJ_02914	contig_2_pilon	3527406	3527657	+	252	6
FGFFFLIJ_02915	contig_2_pilon	3527734	3528894	-	1161	2224
FGFFFLIJ_02916	contig_2_pilon	3529056	3530162	+	1107	1144
FGFFFLIJ_02917	contig_2_pilon	3530393	3531061	+	669	1037
FGFFFLIJ_02918	contig_2_pilon	3531269	3531574	+	306	323
FGFFFLIJ_02919	contig_2_pilon	3531792	3532517	-	726	49
FGFFFLIJ_02920	contig_2_pilon	3532678	3534132	+	1455	8
FGFFFLIJ_02921	contig_2_pilon	3534240	3534656	+	417	4
FGFFFLIJ_02922	contig_2_pilon	3534739	3535173	+	435	18
FGFFFLIJ_02923	contig_2_pilon	3535221	3536543	-	1323	18
FGFFFLIJ_02924	contig_2_pilon	3536785	3538056	-	1272	95
FGFFFLIJ_02925	contig_2_pilon	3538130	3539374	-	1245	5546
FGFFFLIJ_02926	contig_2_pilon	3539595	3539993	-	399	465
FGFFFLIJ_02927	contig_2_pilon	3540085	3540414	+	330	286
FGFFFLIJ_02928	contig_2_pilon	3540525	3542069	-	1545	106
FGFFFLIJ_02929	contig_2_pilon	3542198	3543340	-	1143	128
FGFFFLIJ_02930	contig_2_pilon	3543473	3544267	-	795	44
FGFFFLIJ_02931	contig_2_pilon	3544388	3545650	-	1263	771
FGFFFLIJ_02932	contig_2_pilon	3545876	3546766	-	891	293
FGFFFLIJ_02933	contig_2_pilon	3546908	3548497	+	1590	1375
