locus_tag	ftype	length_bp	gene	EC_number	COG	product
FGFFFLIJ_02272	CDS	480				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02273	CDS	648				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02274	tRNA	74				tRNA-Glu(ctc)
FGFFFLIJ_02275	tRNA	73				tRNA-Gln(ctg)
FGFFFLIJ_02276	tRNA	74				tRNA-Glu(ctc)
FGFFFLIJ_02277	tRNA	74				tRNA-Glu(ctc)
FGFFFLIJ_02278	tRNA	73				tRNA-Gln(ctg)
FGFFFLIJ_02279	CDS	726				Pyrimidine 5'-nucleotidase YjjG [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02280	CDS	300				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02281	CDS	195				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02282	CDS	177				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02283	CDS	234				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02284	CDS	195				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02285	CDS	774				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02286	CDS	300				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02287	CDS	333				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02288	CDS	240				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02289	CDS	1479				Glutamate--tRNA ligase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02290	CDS	762				Ureidoglycolate lyase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02291	CDS	234				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02292	CDS	3741				sensory histidine kinase CreC [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02293	CDS	423				Roadblock/LC7 domain protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02294	CDS	411				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02295	CDS	600				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02296	CDS	3198				sensory histidine kinase CreC [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02297	CDS	423				Roadblock/LC7 domain protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02298	CDS	612				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02299	CDS	579				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02300	CDS	1755				PTS-dependent dihydroxyacetone kinase, dihydroxyacetone-binding subunit DhaK [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02301	CDS	1344				Alpha-ketoglutarate permease [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02302	CDS	663				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02303	CDS	207				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02304	CDS	1584				putative propionyl-CoA carboxylase beta chain 5 [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02305	CDS	2445				Xanthan lyase precursor [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02306	CDS	627				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02307	CDS	1611				2-isopropylmalate synthase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02308	CDS	1335				Alpha-ketoglutarate permease [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02309	CDS	1263				translocation protein TolB [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02310	CDS	630				transcriptional regulator BetI [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02311	CDS	1050				Agmatine deiminase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02312	CDS	1086				Branched-chain-amino-acid aminotransferase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02313	CDS	1041				3-isopropylmalate dehydrogenase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02314	CDS	1566				Calcineurin-like phosphoesterase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02315	CDS	132				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02316	CDS	660				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02317	CDS	1632				1-pyrroline-5-carboxylate dehydrogenase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02318	CDS	927				Proline dehydrogenase 1 [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02319	CDS	1329				Carbohydrate diacid regulator [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02320	CDS	663				Transcriptional regulator, TetR family [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02321	CDS	966				PRC-barrel domain protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02322	CDS	1593				D-3-phosphoglycerate dehydrogenase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02323	CDS	999				Ketol-acid reductoisomerase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02324	CDS	525				Acetolactate synthase small subunit [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02325	CDS	1869				Acetolactate synthase large subunit IlvB1 [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02326	CDS	1275				Phytochrome-like protein cph2 [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02327	CDS	1749				putative diguanylate cyclase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02328	CDS	963				Glyoxylate/hydroxypyruvate reductase A [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02329	CDS	933				General stress protein 69 [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02330	CDS	1152				Quinoprotein glucose dehydrogenase B precursor [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02331	CDS	183				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02332	CDS	3186				Transcriptional regulatory protein LiaR [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02333	CDS	180				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02334	CDS	639				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02335	CDS	2283				Membrane protein YdfJ [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02336	CDS	2130				Non-hemolytic phospholipase C precursor [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02337	CDS	807				Protein involved in sporulation [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02338	CDS	480				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02339	CDS	276				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02340	CDS	486				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02341	CDS	261				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02342	CDS	1605				putative FAD-linked oxidoreductase YvdP [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02343	CDS	1749				Exochitinase 1 precursor [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02344	CDS	1509				Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02345	CDS	243				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02346	CDS	1494				Glutamyl-tRNA(Gln) amidotransferase subunit A [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02347	CDS	297				Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02348	CDS	2118				Phytochrome-like protein cph2 [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02349	CDS	2217				DNA ligase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02350	CDS	1029				Cobalamin-independent synthase, Catalytic domain [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02351	CDS	690				putative oxidoreductase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02352	CDS	543				LOG family protein ORF6 in fasciation locus [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02353	CDS	1383				NAD(P)-specific glutamate dehydrogenase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02354	CDS	1701				putative peptidoglycan biosynthesis protein MviN [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02355	CDS	774				intracellular septation protein A [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02356	CDS	1059				L-glyceraldehyde 3-phosphate reductase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02357	CDS	1122				tRNA-specific 2-thiouridylase MnmA [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02358	CDS	699				N-acetylmuramoyl-L-alanine amidase A [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02359	CDS	555				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02360	CDS	1170				Cysteine desulfurase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02361	CDS	855				Fluoroacetate dehalogenase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02362	CDS	5199				Regulatory protein AfsR [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02363	CDS	1020				ATPase family associated with various cellular activities (AAA) [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02364	CDS	2253				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02365	CDS	423				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02366	CDS	858				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02367	CDS	615				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02368	CDS	1062				Putative esterase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02369	CDS	1404				Aminopeptidase N [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02370	CDS	801				Magnesium-protoporphyrin O-methyltransferase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02371	CDS	1068				Glutathione import ATP-binding protein GsiA [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02372	CDS	1209				Oligopeptide transport ATP-binding protein OppD [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02373	CDS	1011				Dipeptide transport system permease protein DppB [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02374	CDS	1749				putative D,D-dipeptide-binding periplasmic protein DdpA precursor [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02375	CDS	1038				Glutathione transport system permease protein GsiD [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02376	CDS	801				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02377	CDS	798				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02378	CDS	846				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02379	CDS	735				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02380	CDS	1167				Aminomethyltransferase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02381	CDS	375				Glycine cleavage system H protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02382	CDS	1260				Serine hydroxymethyltransferase 2 [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02383	CDS	1695				Aspartate-proton symporter [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02384	CDS	1383				L-serine dehydratase 1 [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02385	CDS	273				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02386	CDS	393				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02387	CDS	1008				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02388	CDS	525				Methyltransferase domain protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02389	CDS	264				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02390	CDS	750				Phosphatidylglycerophosphatase B [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02391	CDS	555				Autolytic lysozyme [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02392	CDS	831				NH(3)-dependent NAD(+) synthetase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02393	CDS	348				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02394	CDS	642				disulfide bond formation protein B [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02395	CDS	165				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02396	CDS	831				Cytochrome C biogenesis protein transmembrane region [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02397	CDS	807				Disulfide bond formation protein D precursor [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02398	CDS	420				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02399	CDS	456				Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02400	CDS	768				putative enoyl-CoA hydratase echA8 [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02401	CDS	1164				Putative L,D-transpeptidase LppS precursor [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02402	CDS	1188				Putative L,D-transpeptidase LppS precursor [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02403	CDS	2418				Glycogen debranching enzyme [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02404	CDS	1887				Putative multidrug export ATP-binding/permease protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02405	CDS	2016				Putative multidrug export ATP-binding/permease protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02406	CDS	1479				Multidrug resistance protein stp [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02407	CDS	1440				Pentachlorophenol 4-monooxygenase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02408	CDS	1524				Carboxylesterase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02409	CDS	1104				NADH dehydrogenase-like protein YjlD [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02410	CDS	894				ECF RNA polymerase sigma factor SigJ [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02411	CDS	507				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02412	CDS	255				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02413	CDS	2265				Transglutaminase-activating metalloprotease precursor [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02414	CDS	1647				Transglutaminase-activating metalloprotease precursor [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02415	CDS	693				Transcriptional regulatory protein DegU [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02416	CDS	1617				Sensor histidine kinase DesK [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02417	CDS	990				Quinone oxidoreductase 1 [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02418	CDS	978				HTH-type transcriptional regulator CdhR [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02419	CDS	288				Antibiotic biosynthesis monooxygenase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02420	CDS	2718				Maltodextrin phosphorylase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02421	CDS	1197				Aqualysin-1 precursor [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02422	CDS	2085				Alpha-1,4-glucan:maltose-1-phosphate maltosyltransferase 1 [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02423	CDS	1701				Trehalose synthase/amylase TreS [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02424	CDS	1566				Maltokinase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02425	CDS	2511				1,4-alpha-glucan branching enzyme GlgB [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02426	CDS	1065				General stress protein 69 [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02427	CDS	432				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02428	CDS	579				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02429	CDS	1710				Antiseptic resistance protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02430	CDS	651				putative HTH-type transcriptional regulator TtgW [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02431	CDS	1389				Aerobic C4-dicarboxylate transport protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02432	CDS	1767				Sensor histidine kinase DcuS [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02433	CDS	690				Transcriptional regulatory protein DcuR [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02434	CDS	1365				Cyclodextrin-binding protein precursor [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02435	CDS	921				Trehalose transport system permease protein SugA [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02436	CDS	852				Trehalose transport system permease protein SugB [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02437	CDS	699				Streptogrisin-B precursor [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02438	CDS	4086				translocation protein TolB [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02439	CDS	702				Helix-turn-helix protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02440	CDS	645				DSBA-like thioredoxin domain protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02441	CDS	780				putative ABC transporter ATP-binding protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02442	CDS	2604				Macrolide export ATP-binding/permease protein MacB [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02443	CDS	981				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02444	CDS	1659				Catalase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02445	CDS	306				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02446	CDS	261				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02447	CDS	399				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02448	CDS	420				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02449	CDS	1026				Pyrophosphate--fructose 6-phosphate 1-phosphotransferase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02450	CDS	2100				Phosphate acetyltransferase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02451	CDS	1212				Acetate kinase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02452	CDS	1428				Pyruvate kinase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02453	CDS	552				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02454	CDS	3102				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02455	CDS	1254				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02456	CDS	855				FG-GAP repeat protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02457	CDS	1377				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02458	CDS	507				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02459	CDS	633				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02460	CDS	963				Thioredoxin [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02461	CDS	705				Transcriptional regulator, TetR family [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02462	CDS	1020				dTDP-glucose 4,6-dehydratase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02463	CDS	1173				UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase[Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02464	CDS	825				Response regulator MprA [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02465	CDS	1398				Signal transduction histidine-protein kinase/phosphatase MprB [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02466	CDS	576				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02467	CDS	2343				bifunctional preprotein translocase subunit SecD/SecF [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02468	CDS	1701				Methylmalonyl-CoA mutase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02469	CDS	333				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02470	CDS	510				HTH-type transcriptional regulator MhqR [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02471	CDS	1314				enterobactin exporter EntS [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02472	CDS	999				Helix-turn-helix domain protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02473	CDS	306				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02474	CDS	345				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02475	CDS	594				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02476	CDS	651				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02477	CDS	786				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02478	CDS	477				transcriptional repressor MprA [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02479	CDS	1404				Signal transduction histidine-protein kinase ArlS [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02480	CDS	663				Transcriptional regulatory protein TcrA [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02481	CDS	651				Peptidase propeptide and YPEB domain protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02482	CDS	885				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02483	CDS	969				putative GTPase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02484	CDS	1209				putative acetyl-CoA acetyltransferase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02485	CDS	474				Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02486	CDS	4245				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02487	CDS	939				Chromosome partition protein Smc [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02488	CDS	1104				Daunorubicin/doxorubicin resistance ATP-binding protein DrrA [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02489	CDS	774				ABC-2 family transporter protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02490	CDS	1263				putative ABC transporter ATP-binding protein YxlF [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02491	CDS	1311				ABC-2 family transporter protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02492	CDS	318				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02493	CDS	1029				Alkanal monooxygenase alpha chain [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02494	CDS	393				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02495	CDS	660				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02496	CDS	2517				Hemoglobin and hemoglobin-haptoglobin-binding protein A precursor [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02497	CDS	324				Anti-sigma-B factor antagonist [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02498	CDS	849				3-hydroxybutyryl-CoA dehydrogenase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02499	CDS	642				Transcriptional regulator, TetR family [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02500	CDS	783				Daunorubicin/doxorubicin resistance ATP-binding protein DrrA [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02501	CDS	756				Inner membrane transport permease YbhR [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02502	CDS	573				Cob(I)yrinic acid a,c-diamide adenosyltransferase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02503	CDS	603				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02504	CDS	1395				Signal transduction histidine-protein kinase/phosphatase DegS [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02505	CDS	687				Transcriptional regulatory protein DegU [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02506	CDS	2133				Chitinase 63 precursor [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02507	CDS	450				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02508	CDS	384				ATP synthase epsilon chain [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02509	CDS	1443				ATP synthase subunit beta [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02510	CDS	921				ATP synthase gamma chain [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02511	CDS	1593				ATP synthase subunit alpha [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02512	CDS	816				ATP synthase subunit delta [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02513	CDS	567				ATP synthase subunit b [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02514	CDS	240				ATP synthase subunit c [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02515	CDS	813				ATP synthase subunit a [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02516	CDS	438				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02517	CDS	1365				Decaprenyl-phosphate N-acetylglucosaminephosphotransferase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02518	CDS	1338				Serine hydroxymethyltransferase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02519	CDS	663				Low molecular weight protein-tyrosine-phosphatase etp [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02520	CDS	648				Threonylcarbamoyl-AMP synthase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02521	CDS	903				Release factor glutamine methyltransferase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02522	CDS	1080				Peptide chain release factor 1 [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02523	CDS	225				50S ribosomal protein L31 [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02524	CDS	1128				Putative transcriptional regulator YwtF [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02525	CDS	2049				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02526	CDS	918				Homoserine kinase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02527	CDS	1077				Threonine synthase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02528	CDS	1326				Homoserine dehydrogenase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02529	CDS	1392				Diaminopimelate decarboxylase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02530	CDS	813				Arginine--tRNA ligase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02531	CDS	537				Alkaline phosphatase synthesis transcriptional regulatory protein PhoP [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_02532	tRNA	74				tRNA-Arg(ccg)
FGFFFLIJ_02533	CDS	789				hypothetical protein [Streptomyces rimosus subsp. rimosus]
