# Program:featureCounts v2.0.3; Command:"featureCounts" "-T" "8" "-p" "-s" "2" "-a" "/home/lukasa/Genome_analysis_project/05-annotation/HP126_prokka_output/HP126_annotation.gtf" "-o" "HP126_counts_61.txt" "-g" "gene_id" "-t" "transcript" "/home/lukasa/Genome_analysis_project/07-RNA_mapping/61_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/lukasa/Genome_analysis_project/07-RNA_mapping/61_sorted.bam
HFFIBJOL_01252	contig_1_pilon	1472063	1472710	+	648	32
HFFIBJOL_01253	contig_1_pilon	1472707	1473672	+	966	26
HFFIBJOL_01254	contig_1_pilon	1473835	1475982	+	2148	58
HFFIBJOL_01255	contig_1_pilon	1476182	1476727	+	546	4
HFFIBJOL_01256	contig_1_pilon	1476724	1477101	+	378	8
HFFIBJOL_01257	contig_1_pilon	1477166	1478326	-	1161	2
HFFIBJOL_01258	contig_1_pilon	1479375	1480061	-	687	120
HFFIBJOL_01259	contig_1_pilon	1480068	1481198	-	1131	1406
HFFIBJOL_01260	contig_1_pilon	1481400	1482599	+	1200	0
HFFIBJOL_01261	contig_1_pilon	1482696	1483985	-	1290	145
HFFIBJOL_01262	contig_1_pilon	1484085	1484279	-	195	32
HFFIBJOL_01263	contig_1_pilon	1484359	1485288	+	930	26
HFFIBJOL_01264	contig_1_pilon	1485322	1485630	-	309	5
HFFIBJOL_01265	contig_1_pilon	1485627	1486376	-	750	8
HFFIBJOL_01266	contig_1_pilon	1486537	1487499	-	963	20
HFFIBJOL_01267	contig_1_pilon	1487624	1492396	+	4773	250
HFFIBJOL_01268	contig_1_pilon	1492445	1493266	+	822	118
HFFIBJOL_01269	contig_1_pilon	1493280	1493609	-	330	134
HFFIBJOL_01270	contig_1_pilon	1493990	1494964	+	975	31
HFFIBJOL_01271	contig_1_pilon	1495147	1495656	+	510	56
HFFIBJOL_01272	contig_1_pilon	1495764	1496183	-	420	1912
HFFIBJOL_01273	contig_1_pilon	1496483	1497655	+	1173	80
HFFIBJOL_01274	contig_1_pilon	1497697	1498167	-	471	42636
HFFIBJOL_01275	contig_1_pilon	1498482	1498865	-	384	1404
HFFIBJOL_01276	contig_1_pilon	1498975	1499547	-	573	491
HFFIBJOL_01277	contig_1_pilon	1499641	1500441	-	801	385
HFFIBJOL_01278	contig_1_pilon	1500438	1501931	-	1494	1349
HFFIBJOL_01279	contig_1_pilon	1502033	1502848	-	816	4020
HFFIBJOL_01280	contig_1_pilon	1503149	1505983	-	2835	2528
HFFIBJOL_01281	contig_1_pilon	1506150	1506812	-	663	2149
HFFIBJOL_01282	contig_1_pilon	1507066	1512576	-	5511	1388
HFFIBJOL_01283	contig_1_pilon	1512835	1515507	+	2673	760
HFFIBJOL_01284	contig_1_pilon	1515596	1515669	-	74	97
HFFIBJOL_01285	contig_1_pilon	1515768	1516454	-	687	730
HFFIBJOL_01286	contig_1_pilon	1516573	1516683	-	111	175
HFFIBJOL_01287	contig_1_pilon	1516762	1519879	-	3118	1545657
HFFIBJOL_01288	contig_1_pilon	1520184	1521707	-	1524	81994
HFFIBJOL_01289	contig_1_pilon	1522413	1524098	-	1686	2495
HFFIBJOL_01290	contig_1_pilon	1524212	1525111	-	900	3667
HFFIBJOL_01291	contig_1_pilon	1525348	1526160	-	813	322
HFFIBJOL_01292	contig_1_pilon	1526341	1526580	+	240	676
HFFIBJOL_01293	contig_1_pilon	1526707	1527258	+	552	134
HFFIBJOL_01294	contig_1_pilon	1527341	1527793	-	453	79
HFFIBJOL_01295	contig_1_pilon	1527806	1528558	-	753	152
HFFIBJOL_01296	contig_1_pilon	1528606	1529985	-	1380	260
HFFIBJOL_01297	contig_1_pilon	1529982	1532192	-	2211	4802
HFFIBJOL_01298	contig_1_pilon	1532493	1532780	-	288	1249
HFFIBJOL_01299	contig_1_pilon	1532992	1534464	-	1473	43
HFFIBJOL_01300	contig_1_pilon	1534746	1538702	+	3957	237
HFFIBJOL_01301	contig_1_pilon	1538957	1539775	-	819	4
HFFIBJOL_01302	contig_1_pilon	1539772	1540080	-	309	16
HFFIBJOL_01303	contig_1_pilon	1540354	1540779	+	426	207
HFFIBJOL_01304	contig_1_pilon	1541076	1542389	+	1314	40
HFFIBJOL_01305	contig_1_pilon	1542656	1544848	+	2193	47
HFFIBJOL_01306	contig_1_pilon	1544845	1546173	+	1329	30
HFFIBJOL_01307	contig_1_pilon	1546253	1546552	-	300	35
HFFIBJOL_01308	contig_1_pilon	1546718	1547356	-	639	107
HFFIBJOL_01309	contig_1_pilon	1547517	1548194	-	678	6
HFFIBJOL_01310	contig_1_pilon	1548191	1548793	-	603	8
HFFIBJOL_01311	contig_1_pilon	1549433	1549762	+	330	156
HFFIBJOL_01312	contig_1_pilon	1549963	1550955	+	993	126
HFFIBJOL_01313	contig_1_pilon	1551479	1552576	-	1098	2
HFFIBJOL_01314	contig_1_pilon	1552610	1552879	-	270	0
HFFIBJOL_01315	contig_1_pilon	1553403	1554245	-	843	497
HFFIBJOL_01316	contig_1_pilon	1554264	1554725	-	462	22
HFFIBJOL_01317	contig_1_pilon	1554858	1556132	-	1275	1226
HFFIBJOL_01318	contig_1_pilon	1556269	1557921	-	1653	1446
HFFIBJOL_01319	contig_1_pilon	1557980	1558294	-	315	850
HFFIBJOL_01320	contig_1_pilon	1558297	1559511	-	1215	669
HFFIBJOL_01321	contig_1_pilon	1559807	1560097	-	291	1605
HFFIBJOL_01322	contig_1_pilon	1560229	1560516	-	288	3907
HFFIBJOL_01323	contig_1_pilon	1560950	1562581	-	1632	307
HFFIBJOL_01324	contig_1_pilon	1562798	1564180	+	1383	76
HFFIBJOL_01325	contig_1_pilon	1564180	1565028	+	849	35
HFFIBJOL_01326	contig_1_pilon	1565413	1568376	+	2964	1491
HFFIBJOL_01327	contig_1_pilon	1568511	1569461	-	951	208
HFFIBJOL_01328	contig_1_pilon	1569768	1570742	-	975	259
HFFIBJOL_01329	contig_1_pilon	1570742	1571188	-	447	328
HFFIBJOL_01330	contig_1_pilon	1571244	1571540	-	297	394
HFFIBJOL_01331	contig_1_pilon	1571714	1574767	-	3054	4318
HFFIBJOL_01332	contig_1_pilon	1575396	1576388	-	993	1584
HFFIBJOL_01333	contig_1_pilon	1576391	1576924	-	534	1028
HFFIBJOL_01334	contig_1_pilon	1577043	1577642	+	600	6
HFFIBJOL_01335	contig_1_pilon	1577775	1577870	+	96	0
HFFIBJOL_01336	contig_1_pilon	1578336	1579250	+	915	4
HFFIBJOL_01337	contig_1_pilon	1579448	1581148	-	1701	331
HFFIBJOL_01338	contig_1_pilon	1581252	1581785	-	534	37
HFFIBJOL_01339	contig_1_pilon	1581875	1582720	-	846	150
HFFIBJOL_01340	contig_1_pilon	1582918	1584075	-	1158	3018
HFFIBJOL_01341	contig_1_pilon	1584254	1585555	-	1302	700
HFFIBJOL_01342	contig_1_pilon	1585552	1586832	-	1281	221
HFFIBJOL_01343	contig_1_pilon	1586911	1587723	+	813	28
HFFIBJOL_01344	contig_1_pilon	1587754	1589673	-	1920	7408
HFFIBJOL_01345	contig_1_pilon	1589914	1590600	-	687	21
HFFIBJOL_01346	contig_1_pilon	1590575	1591879	-	1305	32
HFFIBJOL_01347	contig_1_pilon	1592158	1593603	-	1446	449
HFFIBJOL_01348	contig_1_pilon	1593946	1595607	-	1662	69
HFFIBJOL_01349	contig_1_pilon	1595969	1596427	+	459	30
HFFIBJOL_01350	contig_1_pilon	1596657	1598819	-	2163	27
HFFIBJOL_01351	contig_1_pilon	1599059	1600408	+	1350	844
HFFIBJOL_01352	contig_1_pilon	1600773	1601423	+	651	2
HFFIBJOL_01353	contig_1_pilon	1601387	1602427	-	1041	7
HFFIBJOL_01354	contig_1_pilon	1602424	1603353	-	930	0
HFFIBJOL_01355	contig_1_pilon	1603622	1604782	+	1161	14
HFFIBJOL_01356	contig_1_pilon	1604786	1605919	+	1134	0
HFFIBJOL_01357	contig_1_pilon	1605939	1607165	-	1227	0
HFFIBJOL_01358	contig_1_pilon	1607165	1608511	-	1347	0
HFFIBJOL_01359	contig_1_pilon	1608511	1609623	-	1113	2
HFFIBJOL_01360	contig_1_pilon	1609620	1610600	-	981	0
HFFIBJOL_01361	contig_1_pilon	1610597	1611664	-	1068	0
HFFIBJOL_01362	contig_1_pilon	1611832	1612851	-	1020	10
HFFIBJOL_01363	contig_1_pilon	1613012	1613464	-	453	8
HFFIBJOL_01364	contig_1_pilon	1613695	1615110	-	1416	28
HFFIBJOL_01365	contig_1_pilon	1615116	1615913	-	798	9
HFFIBJOL_01366	contig_1_pilon	1615910	1616842	-	933	4
HFFIBJOL_01367	contig_1_pilon	1616839	1617987	-	1149	14
HFFIBJOL_01368	contig_1_pilon	1618046	1619293	-	1248	10
HFFIBJOL_01369	contig_1_pilon	1619365	1620882	-	1518	10
HFFIBJOL_01370	contig_1_pilon	1621114	1621734	+	621	33
HFFIBJOL_01371	contig_1_pilon	1621757	1622344	-	588	77
HFFIBJOL_01372	contig_1_pilon	1622700	1623638	+	939	35
HFFIBJOL_01373	contig_1_pilon	1623688	1624803	+	1116	246
HFFIBJOL_01374	contig_1_pilon	1624836	1625588	+	753	18
HFFIBJOL_01375	contig_1_pilon	1625610	1626143	-	534	0
HFFIBJOL_01376	contig_1_pilon	1626343	1627290	+	948	2
HFFIBJOL_01377	contig_1_pilon	1627312	1628496	-	1185	42
HFFIBJOL_01378	contig_1_pilon	1628626	1630080	-	1455	554
HFFIBJOL_01379	contig_1_pilon	1630250	1630732	+	483	183
HFFIBJOL_01380	contig_1_pilon	1630735	1632096	+	1362	401
HFFIBJOL_01381	contig_1_pilon	1632526	1633257	+	732	113
HFFIBJOL_01382	contig_1_pilon	1633239	1634456	+	1218	39
HFFIBJOL_01383	contig_1_pilon	1634505	1635698	+	1194	78
HFFIBJOL_01384	contig_1_pilon	1635793	1636785	+	993	13
HFFIBJOL_01385	contig_1_pilon	1636865	1637926	-	1062	25
HFFIBJOL_01386	contig_1_pilon	1637927	1639600	-	1674	25
HFFIBJOL_01387	contig_1_pilon	1639597	1640676	-	1080	95
HFFIBJOL_01388	contig_1_pilon	1640925	1642031	-	1107	544
HFFIBJOL_01389	contig_1_pilon	1642156	1643166	-	1011	543
HFFIBJOL_01390	contig_1_pilon	1643295	1643852	-	558	1285
HFFIBJOL_01391	contig_1_pilon	1644028	1644801	-	774	537
HFFIBJOL_01392	contig_1_pilon	1644978	1645814	-	837	1539
HFFIBJOL_01393	contig_1_pilon	1645923	1646804	-	882	5435
HFFIBJOL_01394	contig_1_pilon	1647307	1648497	+	1191	57
HFFIBJOL_01395	contig_1_pilon	1648543	1649082	-	540	1075
HFFIBJOL_01396	contig_1_pilon	1649983	1650819	-	837	14
HFFIBJOL_01397	contig_1_pilon	1651200	1652366	-	1167	6
HFFIBJOL_01398	contig_1_pilon	1653120	1654730	-	1611	73
HFFIBJOL_01399	contig_1_pilon	1654732	1655022	-	291	26
HFFIBJOL_01400	contig_1_pilon	1655560	1655868	-	309	1515
HFFIBJOL_01401	contig_1_pilon	1655907	1656365	-	459	415
HFFIBJOL_01402	contig_1_pilon	1656547	1657272	-	726	87
HFFIBJOL_01403	contig_1_pilon	1657462	1658286	-	825	502
HFFIBJOL_01404	contig_1_pilon	1658381	1659643	-	1263	314
HFFIBJOL_01405	contig_1_pilon	1659636	1660538	-	903	163
HFFIBJOL_01406	contig_1_pilon	1660584	1660931	-	348	1898
HFFIBJOL_01407	contig_1_pilon	1661063	1661872	-	810	133
HFFIBJOL_01408	contig_1_pilon	1661872	1662426	-	555	237
HFFIBJOL_01409	contig_1_pilon	1662614	1662853	-	240	340
HFFIBJOL_01410	contig_1_pilon	1662856	1663296	-	441	4205
HFFIBJOL_01411	contig_1_pilon	1663453	1664067	-	615	657
HFFIBJOL_01412	contig_1_pilon	1664833	1665708	+	876	36
HFFIBJOL_01413	contig_1_pilon	1666091	1667038	+	948	6
HFFIBJOL_01414	contig_1_pilon	1667320	1667691	+	372	15
HFFIBJOL_01415	contig_1_pilon	1667688	1668044	+	357	4
HFFIBJOL_01416	contig_1_pilon	1668133	1669515	+	1383	31
HFFIBJOL_01417	contig_1_pilon	1669551	1670561	+	1011	7
HFFIBJOL_01418	contig_1_pilon	1670558	1671805	+	1248	6
HFFIBJOL_01419	contig_1_pilon	1671812	1672999	+	1188	6
HFFIBJOL_01420	contig_1_pilon	1672996	1674246	+	1251	11
HFFIBJOL_01421	contig_1_pilon	1674357	1675913	-	1557	973
HFFIBJOL_01422	contig_1_pilon	1677235	1680462	-	3228	32
HFFIBJOL_01423	contig_1_pilon	1680597	1680935	-	339	15
HFFIBJOL_01424	contig_1_pilon	1680932	1682374	-	1443	25
HFFIBJOL_01425	contig_1_pilon	1682832	1684184	-	1353	834
HFFIBJOL_01426	contig_1_pilon	1684250	1685317	+	1068	87
HFFIBJOL_01427	contig_1_pilon	1685587	1686255	+	669	60
HFFIBJOL_01428	contig_1_pilon	1686428	1687657	-	1230	767
HFFIBJOL_01429	contig_1_pilon	1688384	1688920	+	537	6
HFFIBJOL_01430	contig_1_pilon	1689127	1690608	+	1482	210
HFFIBJOL_01431	contig_1_pilon	1690701	1691690	+	990	8
HFFIBJOL_01432	contig_1_pilon	1691899	1693314	-	1416	2506
HFFIBJOL_01433	contig_1_pilon	1693578	1697135	-	3558	170
HFFIBJOL_01434	contig_1_pilon	1697438	1697644	-	207	8970
HFFIBJOL_01435	contig_1_pilon	1698026	1698307	-	282	53
HFFIBJOL_01436	contig_1_pilon	1698946	1699039	-	94	22
HFFIBJOL_01437	contig_1_pilon	1699514	1699750	-	237	317
HFFIBJOL_01438	contig_1_pilon	1699936	1700589	-	654	9
HFFIBJOL_01439	contig_1_pilon	1700708	1701142	+	435	57
HFFIBJOL_01440	contig_1_pilon	1701201	1702061	-	861	14
HFFIBJOL_01441	contig_1_pilon	1702309	1703136	-	828	763
HFFIBJOL_01442	contig_1_pilon	1703156	1703329	-	174	830
HFFIBJOL_01443	contig_1_pilon	1703332	1703940	-	609	3140
HFFIBJOL_01444	contig_1_pilon	1704101	1705267	-	1167	178
HFFIBJOL_01445	contig_1_pilon	1705296	1705805	-	510	284
HFFIBJOL_01446	contig_1_pilon	1705802	1706386	-	585	172
HFFIBJOL_01447	contig_1_pilon	1706770	1708995	-	2226	514
HFFIBJOL_01448	contig_1_pilon	1709146	1710897	-	1752	52
HFFIBJOL_01449	contig_1_pilon	1711161	1711346	+	186	3080
HFFIBJOL_01450	contig_1_pilon	1711459	1712250	-	792	46
HFFIBJOL_01451	contig_1_pilon	1712297	1713277	-	981	98
HFFIBJOL_01452	contig_1_pilon	1713505	1713738	+	234	209
HFFIBJOL_01453	contig_1_pilon	1713747	1714241	+	495	107
HFFIBJOL_01454	contig_1_pilon	1714280	1715422	-	1143	138
HFFIBJOL_01455	contig_1_pilon	1715547	1716548	-	1002	113
HFFIBJOL_01456	contig_1_pilon	1716545	1717375	-	831	432
HFFIBJOL_01457	contig_1_pilon	1717517	1718203	+	687	47
HFFIBJOL_01458	contig_1_pilon	1718184	1718405	-	222	42
HFFIBJOL_01459	contig_1_pilon	1718544	1719257	-	714	21492
HFFIBJOL_01460	contig_1_pilon	1719383	1719628	-	246	5006
HFFIBJOL_01461	contig_1_pilon	1719764	1720357	-	594	217
HFFIBJOL_01462	contig_1_pilon	1720361	1721791	-	1431	286
HFFIBJOL_01463	contig_1_pilon	1721964	1722680	+	717	36
HFFIBJOL_01464	contig_1_pilon	1722772	1723251	-	480	0
HFFIBJOL_01465	contig_1_pilon	1723336	1723983	+	648	4
HFFIBJOL_01466	contig_1_pilon	1724045	1724118	-	74	37
HFFIBJOL_01467	contig_1_pilon	1724155	1724227	-	73	91
HFFIBJOL_01468	contig_1_pilon	1724243	1724316	-	74	387
HFFIBJOL_01469	contig_1_pilon	1724379	1724452	-	74	283
HFFIBJOL_01470	contig_1_pilon	1724491	1724563	-	73	803
HFFIBJOL_01471	contig_1_pilon	1724650	1725375	-	726	63
HFFIBJOL_01472	contig_1_pilon	1725508	1725807	+	300	8
HFFIBJOL_01473	contig_1_pilon	1725885	1726079	-	195	26
HFFIBJOL_01474	contig_1_pilon	1726088	1726264	-	177	26
HFFIBJOL_01475	contig_1_pilon	1726252	1726485	-	234	40
HFFIBJOL_01476	contig_1_pilon	1726482	1726676	-	195	19
HFFIBJOL_01477	contig_1_pilon	1726690	1727463	-	774	202
HFFIBJOL_01478	contig_1_pilon	1727669	1727968	+	300	9
HFFIBJOL_01479	contig_1_pilon	1728114	1728446	+	333	49
HFFIBJOL_01480	contig_1_pilon	1728443	1728682	+	240	33
HFFIBJOL_01481	contig_1_pilon	1728760	1730238	-	1479	379
HFFIBJOL_01482	contig_1_pilon	1730231	1730992	-	762	338
HFFIBJOL_01483	contig_1_pilon	1731078	1731311	-	234	37
HFFIBJOL_01484	contig_1_pilon	1731924	1732595	+	672	198
HFFIBJOL_01485	contig_1_pilon	1732625	1735663	+	3039	121
HFFIBJOL_01486	contig_1_pilon	1735664	1736086	+	423	82
HFFIBJOL_01487	contig_1_pilon	1736184	1736594	+	411	53
HFFIBJOL_01488	contig_1_pilon	1736575	1737174	+	600	129
HFFIBJOL_01489	contig_1_pilon	1737597	1740794	+	3198	150
HFFIBJOL_01490	contig_1_pilon	1740796	1741218	+	423	242
HFFIBJOL_01491	contig_1_pilon	1741303	1741914	+	612	189
HFFIBJOL_01492	contig_1_pilon	1741895	1742473	+	579	257
HFFIBJOL_01493	contig_1_pilon	1742535	1744289	-	1755	4
HFFIBJOL_01494	contig_1_pilon	1744483	1745826	+	1344	14
HFFIBJOL_01495	contig_1_pilon	1745830	1746492	-	663	83
HFFIBJOL_01496	contig_1_pilon	1746741	1746947	-	207	37
HFFIBJOL_01497	contig_1_pilon	1747001	1748584	-	1584	3212
HFFIBJOL_01498	contig_1_pilon	1748845	1751289	-	2445	30
HFFIBJOL_01499	contig_1_pilon	1751509	1752135	+	627	4
HFFIBJOL_01500	contig_1_pilon	1752224	1753834	-	1611	363
HFFIBJOL_01501	contig_1_pilon	1754226	1755560	-	1335	245
HFFIBJOL_01502	contig_1_pilon	1755668	1756930	-	1263	11
HFFIBJOL_01503	contig_1_pilon	1757062	1757691	-	630	16
HFFIBJOL_01504	contig_1_pilon	1757709	1758758	-	1050	7
HFFIBJOL_01505	contig_1_pilon	1758981	1760066	-	1086	1536
HFFIBJOL_01506	contig_1_pilon	1760371	1761411	-	1041	195
HFFIBJOL_01507	contig_1_pilon	1761541	1763106	+	1566	304
HFFIBJOL_01508	contig_1_pilon	1763173	1763304	-	132	2485
HFFIBJOL_01509	contig_1_pilon	1763660	1764319	+	660	2522
HFFIBJOL_01510	contig_1_pilon	1764388	1766019	-	1632	839
HFFIBJOL_01511	contig_1_pilon	1766128	1767054	-	927	175
HFFIBJOL_01512	contig_1_pilon	1767319	1768647	+	1329	36
HFFIBJOL_01513	contig_1_pilon	1769355	1770017	-	663	4140
HFFIBJOL_01514	contig_1_pilon	1770219	1771184	-	966	84823
HFFIBJOL_01515	contig_1_pilon	1771450	1773042	-	1593	722
HFFIBJOL_01516	contig_1_pilon	1773343	1774341	-	999	1909
HFFIBJOL_01517	contig_1_pilon	1774444	1774968	-	525	394
HFFIBJOL_01518	contig_1_pilon	1775014	1776882	-	1869	913
HFFIBJOL_01519	contig_1_pilon	1777091	1778365	-	1275	110
HFFIBJOL_01520	contig_1_pilon	1778346	1780094	-	1749	706
HFFIBJOL_01521	contig_1_pilon	1780427	1781389	-	963	154
HFFIBJOL_01522	contig_1_pilon	1781537	1782469	+	933	6
HFFIBJOL_01523	contig_1_pilon	1782927	1784078	+	1152	20
HFFIBJOL_01524	contig_1_pilon	1784241	1784423	+	183	153
HFFIBJOL_01525	contig_1_pilon	1784479	1787586	-	3108	99
HFFIBJOL_01526	contig_1_pilon	1787661	1787840	-	180	5
HFFIBJOL_01527	contig_1_pilon	1788084	1788722	-	639	2
HFFIBJOL_01528	contig_1_pilon	1788854	1791136	-	2283	105
HFFIBJOL_01529	contig_1_pilon	1791437	1793566	-	2130	1248
HFFIBJOL_01530	contig_1_pilon	1793765	1794571	-	807	26
HFFIBJOL_01531	contig_1_pilon	1795071	1795550	+	480	4
HFFIBJOL_01532	contig_1_pilon	1795547	1795822	+	276	4
HFFIBJOL_01533	contig_1_pilon	1795855	1796340	+	486	14
HFFIBJOL_01534	contig_1_pilon	1796371	1796631	+	261	23
HFFIBJOL_01535	contig_1_pilon	1796679	1798283	-	1605	16
HFFIBJOL_01536	contig_1_pilon	1798627	1800375	+	1749	24
HFFIBJOL_01537	contig_1_pilon	1800433	1801941	-	1509	655
HFFIBJOL_01538	contig_1_pilon	1801964	1802206	-	243	111
HFFIBJOL_01539	contig_1_pilon	1802203	1803696	-	1494	511
HFFIBJOL_01540	contig_1_pilon	1803702	1803998	-	297	364
HFFIBJOL_01541	contig_1_pilon	1804198	1806315	-	2118	280
HFFIBJOL_01542	contig_1_pilon	1806472	1808688	-	2217	594
HFFIBJOL_01543	contig_1_pilon	1808720	1809748	-	1029	111
HFFIBJOL_01544	contig_1_pilon	1809924	1810613	-	690	147
HFFIBJOL_01545	contig_1_pilon	1810753	1811295	-	543	53
HFFIBJOL_01546	contig_1_pilon	1811355	1812737	-	1383	174
HFFIBJOL_01547	contig_1_pilon	1812923	1814623	+	1701	30
HFFIBJOL_01548	contig_1_pilon	1814589	1815362	-	774	22
HFFIBJOL_01549	contig_1_pilon	1815613	1816671	+	1059	136
HFFIBJOL_01550	contig_1_pilon	1816701	1817822	-	1122	231
HFFIBJOL_01551	contig_1_pilon	1817877	1818575	+	699	65
HFFIBJOL_01552	contig_1_pilon	1818624	1819178	+	555	16
HFFIBJOL_01553	contig_1_pilon	1819192	1820361	-	1170	46
HFFIBJOL_01554	contig_1_pilon	1820526	1821380	+	855	35
HFFIBJOL_01555	contig_1_pilon	1821401	1826599	-	5199	100
HFFIBJOL_01556	contig_1_pilon	1826596	1827615	-	1020	68
HFFIBJOL_01557	contig_1_pilon	1827651	1829903	-	2253	142
HFFIBJOL_01558	contig_1_pilon	1829911	1830333	-	423	199
HFFIBJOL_01559	contig_1_pilon	1830409	1831266	-	858	17
HFFIBJOL_01560	contig_1_pilon	1831395	1832009	+	615	45
HFFIBJOL_01561	contig_1_pilon	1832023	1833084	-	1062	161
HFFIBJOL_01562	contig_1_pilon	1833192	1834595	-	1404	112
HFFIBJOL_01563	contig_1_pilon	1834717	1835517	-	801	53
HFFIBJOL_01564	contig_1_pilon	1835690	1836757	-	1068	140
HFFIBJOL_01565	contig_1_pilon	1836754	1837962	-	1209	415
HFFIBJOL_01566	contig_1_pilon	1837959	1838969	-	1011	455
HFFIBJOL_01567	contig_1_pilon	1839047	1840795	-	1749	4063
HFFIBJOL_01568	contig_1_pilon	1840866	1841903	-	1038	753
HFFIBJOL_01569	contig_1_pilon	1842420	1843220	-	801	222
HFFIBJOL_01570	contig_1_pilon	1843393	1844190	-	798	24
HFFIBJOL_01571	contig_1_pilon	1844385	1845230	+	846	934
HFFIBJOL_01572	contig_1_pilon	1845392	1846126	-	735	43
HFFIBJOL_01573	contig_1_pilon	1846652	1847818	+	1167	175
HFFIBJOL_01574	contig_1_pilon	1847907	1848281	+	375	476
HFFIBJOL_01575	contig_1_pilon	1848337	1849596	+	1260	593
HFFIBJOL_01576	contig_1_pilon	1849981	1851675	+	1695	59
HFFIBJOL_01577	contig_1_pilon	1851798	1853180	+	1383	480
HFFIBJOL_01578	contig_1_pilon	1853292	1853564	+	273	284
HFFIBJOL_01579	contig_1_pilon	1853561	1853953	+	393	165
HFFIBJOL_01580	contig_1_pilon	1853994	1855001	-	1008	50
HFFIBJOL_01581	contig_1_pilon	1854998	1855522	-	525	42
HFFIBJOL_01582	contig_1_pilon	1855885	1856148	-	264	6
HFFIBJOL_01583	contig_1_pilon	1856285	1857034	-	750	17
HFFIBJOL_01584	contig_1_pilon	1857402	1857956	+	555	409
HFFIBJOL_01585	contig_1_pilon	1858015	1858845	+	831	284
HFFIBJOL_01586	contig_1_pilon	1859095	1859442	+	348	580
HFFIBJOL_01587	contig_1_pilon	1859548	1860189	-	642	17
HFFIBJOL_01588	contig_1_pilon	1860321	1860485	-	165	4
HFFIBJOL_01589	contig_1_pilon	1860621	1861451	-	831	22
HFFIBJOL_01590	contig_1_pilon	1861448	1862254	-	807	32
HFFIBJOL_01591	contig_1_pilon	1862314	1862733	-	420	33
HFFIBJOL_01592	contig_1_pilon	1863248	1863703	-	456	60
HFFIBJOL_01593	contig_1_pilon	1864066	1864833	-	768	53
HFFIBJOL_01594	contig_1_pilon	1864915	1866078	-	1164	203
HFFIBJOL_01595	contig_1_pilon	1866361	1867548	-	1188	6
HFFIBJOL_01596	contig_1_pilon	1867841	1870258	+	2418	145
HFFIBJOL_01597	contig_1_pilon	1870340	1872226	+	1887	130
HFFIBJOL_01598	contig_1_pilon	1872223	1874238	+	2016	124
HFFIBJOL_01599	contig_1_pilon	1874334	1875812	-	1479	7
HFFIBJOL_01600	contig_1_pilon	1876423	1877862	+	1440	46
HFFIBJOL_01601	contig_1_pilon	1877996	1879519	-	1524	98
HFFIBJOL_01602	contig_1_pilon	1879647	1880750	-	1104	0
HFFIBJOL_01603	contig_1_pilon	1880805	1881698	-	894	8
HFFIBJOL_01604	contig_1_pilon	1881778	1882284	-	507	13
HFFIBJOL_01605	contig_1_pilon	1882408	1882662	+	255	0
HFFIBJOL_01606	contig_1_pilon	1882906	1885170	+	2265	255
HFFIBJOL_01607	contig_1_pilon	1885452	1887098	+	1647	29
HFFIBJOL_01608	contig_1_pilon	1887251	1887943	+	693	8
HFFIBJOL_01609	contig_1_pilon	1888015	1889631	+	1617	0
HFFIBJOL_01610	contig_1_pilon	1889645	1890634	-	990	20
HFFIBJOL_01611	contig_1_pilon	1890663	1891640	+	978	28
HFFIBJOL_01612	contig_1_pilon	1891762	1892049	+	288	5
HFFIBJOL_01613	contig_1_pilon	1892369	1895086	-	2718	579
HFFIBJOL_01614	contig_1_pilon	1895442	1896638	+	1197	13
HFFIBJOL_01615	contig_1_pilon	1896900	1898984	+	2085	1226
HFFIBJOL_01616	contig_1_pilon	1898981	1900681	+	1701	1196
HFFIBJOL_01617	contig_1_pilon	1900930	1902495	+	1566	136
HFFIBJOL_01618	contig_1_pilon	1902682	1905192	+	2511	546
HFFIBJOL_01619	contig_1_pilon	1905229	1906293	-	1065	498
HFFIBJOL_01620	contig_1_pilon	1906403	1906834	-	432	0
HFFIBJOL_01621	contig_1_pilon	1907134	1907712	+	579	54
HFFIBJOL_01622	contig_1_pilon	1907773	1909482	-	1710	0
HFFIBJOL_01623	contig_1_pilon	1909653	1910303	+	651	16
HFFIBJOL_01624	contig_1_pilon	1910373	1911761	-	1389	25
HFFIBJOL_01625	contig_1_pilon	1911870	1913636	+	1767	8
HFFIBJOL_01626	contig_1_pilon	1913633	1914322	+	690	2
HFFIBJOL_01627	contig_1_pilon	1914388	1915752	+	1365	341
HFFIBJOL_01628	contig_1_pilon	1915749	1916669	+	921	80
HFFIBJOL_01629	contig_1_pilon	1916674	1917525	+	852	119
HFFIBJOL_01630	contig_1_pilon	1917549	1918247	+	699	21
HFFIBJOL_01631	contig_1_pilon	1918290	1922375	-	4086	44
HFFIBJOL_01632	contig_1_pilon	1922657	1923358	+	702	2
HFFIBJOL_01633	contig_1_pilon	1923364	1924008	+	645	1
HFFIBJOL_01634	contig_1_pilon	1924271	1925050	+	780	11
HFFIBJOL_01635	contig_1_pilon	1925088	1927691	+	2604	24
HFFIBJOL_01636	contig_1_pilon	1927816	1928796	+	981	284
HFFIBJOL_01637	contig_1_pilon	1928947	1930605	+	1659	3563
HFFIBJOL_01638	contig_1_pilon	1930624	1930929	+	306	105
