# Program:featureCounts v2.0.3; Command:"featureCounts" "-T" "8" "-p" "-s" "2" "-a" "/home/lukasa/Genome_analysis_project/05-annotation/HP126_prokka_output/HP126_annotation.gtf" "-o" "HP126_counts_60.txt" "-g" "gene_id" "-t" "transcript" "/home/lukasa/Genome_analysis_project/07-RNA_mapping/60_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/lukasa/Genome_analysis_project/07-RNA_mapping/60_sorted.bam
HFFIBJOL_02314	contig_1_pilon	2680132	2680827	-	696	348
HFFIBJOL_02315	contig_1_pilon	2681263	2682360	+	1098	193
HFFIBJOL_02316	contig_1_pilon	2682342	2682764	-	423	4
HFFIBJOL_02317	contig_1_pilon	2682871	2683869	+	999	4
HFFIBJOL_02318	contig_1_pilon	2683876	2684502	-	627	4
HFFIBJOL_02319	contig_1_pilon	2684490	2685281	-	792	0
HFFIBJOL_02320	contig_1_pilon	2685278	2686870	-	1593	23
HFFIBJOL_02321	contig_1_pilon	2687003	2688172	-	1170	20
HFFIBJOL_02322	contig_1_pilon	2688199	2690097	-	1899	5
HFFIBJOL_02323	contig_1_pilon	2690105	2691703	-	1599	5
HFFIBJOL_02324	contig_1_pilon	2691700	2693412	-	1713	10
HFFIBJOL_02325	contig_1_pilon	2693409	2694206	-	798	2
HFFIBJOL_02326	contig_1_pilon	2694561	2695082	+	522	18
HFFIBJOL_02327	contig_1_pilon	2695192	2696082	+	891	8
HFFIBJOL_02328	contig_1_pilon	2696124	2697128	+	1005	0
HFFIBJOL_02329	contig_1_pilon	2697128	2697919	+	792	16
HFFIBJOL_02330	contig_1_pilon	2697992	2699236	+	1245	10
HFFIBJOL_02331	contig_1_pilon	2699241	2699474	+	234	0
HFFIBJOL_02332	contig_1_pilon	2699545	2700549	-	1005	44
HFFIBJOL_02333	contig_1_pilon	2700580	2701479	+	900	6
HFFIBJOL_02334	contig_1_pilon	2701489	2704359	-	2871	4
HFFIBJOL_02335	contig_1_pilon	2704421	2705779	-	1359	6
HFFIBJOL_02336	contig_1_pilon	2705853	2706932	+	1080	0
HFFIBJOL_02337	contig_1_pilon	2706950	2708068	+	1119	436
HFFIBJOL_02338	contig_1_pilon	2708149	2708973	-	825	6
HFFIBJOL_02339	contig_1_pilon	2708970	2709983	-	1014	0
HFFIBJOL_02340	contig_1_pilon	2710145	2710912	+	768	54
HFFIBJOL_02341	contig_1_pilon	2710947	2711948	-	1002	45
HFFIBJOL_02342	contig_1_pilon	2712103	2712792	+	690	3
HFFIBJOL_02343	contig_1_pilon	2712855	2713019	+	165	6
HFFIBJOL_02344	contig_1_pilon	2713143	2714132	-	990	524
HFFIBJOL_02345	contig_1_pilon	2714201	2714782	-	582	7
HFFIBJOL_02346	contig_1_pilon	2714808	2715212	+	405	0
HFFIBJOL_02347	contig_1_pilon	2715381	2715947	-	567	8
HFFIBJOL_02348	contig_1_pilon	2716083	2717489	-	1407	89
HFFIBJOL_02349	contig_1_pilon	2717520	2717969	-	450	95
HFFIBJOL_02350	contig_1_pilon	2718088	2718276	+	189	21
HFFIBJOL_02351	contig_1_pilon	2718307	2719776	-	1470	1328
HFFIBJOL_02352	contig_1_pilon	2720093	2720374	+	282	176
HFFIBJOL_02353	contig_1_pilon	2720548	2722941	+	2394	1402
HFFIBJOL_02354	contig_1_pilon	2722946	2723254	-	309	26
HFFIBJOL_02355	contig_1_pilon	2723483	2726761	-	3279	31
HFFIBJOL_02356	contig_1_pilon	2727392	2728315	-	924	290
HFFIBJOL_02357	contig_1_pilon	2728725	2730224	+	1500	47
HFFIBJOL_02358	contig_1_pilon	2730251	2730763	+	513	185
HFFIBJOL_02359	contig_1_pilon	2730800	2731555	+	756	8
HFFIBJOL_02360	contig_1_pilon	2731552	2732403	+	852	50
HFFIBJOL_02361	contig_1_pilon	2732414	2732797	-	384	961
HFFIBJOL_02362	contig_1_pilon	2733031	2733234	+	204	220
HFFIBJOL_02363	contig_1_pilon	2733240	2733914	-	675	81
HFFIBJOL_02364	contig_1_pilon	2734007	2735026	+	1020	0
HFFIBJOL_02365	contig_1_pilon	2735151	2736239	+	1089	0
HFFIBJOL_02366	contig_1_pilon	2736236	2737111	+	876	6
HFFIBJOL_02367	contig_1_pilon	2737155	2738219	+	1065	28
HFFIBJOL_02368	contig_1_pilon	2738259	2739548	-	1290	118
HFFIBJOL_02369	contig_1_pilon	2739935	2740029	+	95	10
HFFIBJOL_02370	contig_1_pilon	2742459	2743088	-	630	28
HFFIBJOL_02371	contig_1_pilon	2743251	2744894	+	1644	95
HFFIBJOL_02372	contig_1_pilon	2744936	2746273	-	1338	160
HFFIBJOL_02373	contig_1_pilon	2746423	2746626	-	204	70
HFFIBJOL_02374	contig_1_pilon	2747005	2749062	+	2058	95
HFFIBJOL_02375	contig_1_pilon	2749167	2749871	-	705	12
HFFIBJOL_02376	contig_1_pilon	2750000	2750800	+	801	211
HFFIBJOL_02377	contig_1_pilon	2750787	2751596	-	810	51
HFFIBJOL_02378	contig_1_pilon	2751593	2752063	-	471	534
HFFIBJOL_02379	contig_1_pilon	2752339	2753562	+	1224	16
HFFIBJOL_02380	contig_1_pilon	2753608	2753880	-	273	269
HFFIBJOL_02381	contig_1_pilon	2753882	2754244	-	363	344
HFFIBJOL_02382	contig_1_pilon	2754355	2755302	+	948	6
HFFIBJOL_02383	contig_1_pilon	2755389	2756348	+	960	21
HFFIBJOL_02384	contig_1_pilon	2756404	2757990	+	1587	51
HFFIBJOL_02385	contig_1_pilon	2758004	2759482	-	1479	61
HFFIBJOL_02386	contig_1_pilon	2759651	2760526	-	876	20
HFFIBJOL_02387	contig_1_pilon	2760698	2762323	-	1626	2550
HFFIBJOL_02388	contig_1_pilon	2762690	2762893	-	204	6984
HFFIBJOL_02389	contig_1_pilon	2763326	2763604	-	279	461
HFFIBJOL_02390	contig_1_pilon	2763760	2765049	-	1290	867
HFFIBJOL_02391	contig_1_pilon	2765383	2766330	+	948	56
HFFIBJOL_02392	contig_1_pilon	2766426	2767886	+	1461	395
HFFIBJOL_02393	contig_1_pilon	2767897	2768754	-	858	121
HFFIBJOL_02394	contig_1_pilon	2768857	2769126	-	270	74
HFFIBJOL_02395	contig_1_pilon	2769207	2770481	-	1275	82
HFFIBJOL_02396	contig_1_pilon	2770774	2771667	+	894	4
HFFIBJOL_02397	contig_1_pilon	2771667	2772875	+	1209	16
HFFIBJOL_02398	contig_1_pilon	2773223	2774152	+	930	18
HFFIBJOL_02399	contig_1_pilon	2774236	2775198	-	963	108
HFFIBJOL_02400	contig_1_pilon	2775410	2777098	-	1689	1205
HFFIBJOL_02401	contig_1_pilon	2777503	2778003	+	501	50
HFFIBJOL_02402	contig_1_pilon	2778248	2778685	-	438	406
HFFIBJOL_02403	contig_1_pilon	2778894	2779469	+	576	2997
HFFIBJOL_02404	contig_1_pilon	2779875	2780309	-	435	16
HFFIBJOL_02405	contig_1_pilon	2780533	2781993	+	1461	24
HFFIBJOL_02406	contig_1_pilon	2782134	2782313	-	180	2
HFFIBJOL_02407	contig_1_pilon	2782537	2783895	-	1359	54
HFFIBJOL_02408	contig_1_pilon	2784233	2784730	+	498	143
HFFIBJOL_02409	contig_1_pilon	2784806	2785543	-	738	18
HFFIBJOL_02410	contig_1_pilon	2785909	2787186	+	1278	117
HFFIBJOL_02411	contig_1_pilon	2787360	2788358	+	999	18
HFFIBJOL_02412	contig_1_pilon	2788492	2789586	-	1095	28
HFFIBJOL_02413	contig_1_pilon	2789849	2790721	+	873	37
HFFIBJOL_02414	contig_1_pilon	2791329	2791403	-	75	17
HFFIBJOL_02415	contig_1_pilon	2791581	2792717	+	1137	600
HFFIBJOL_02416	contig_1_pilon	2793232	2793651	+	420	357
HFFIBJOL_02417	contig_1_pilon	2793682	2794407	+	726	224
HFFIBJOL_02418	contig_1_pilon	2794529	2796166	-	1638	126
HFFIBJOL_02419	contig_1_pilon	2796451	2797404	-	954	683
HFFIBJOL_02420	contig_1_pilon	2797635	2799029	-	1395	1522
HFFIBJOL_02421	contig_1_pilon	2799135	2799539	-	405	62
HFFIBJOL_02422	contig_1_pilon	2799815	2800321	-	507	55
HFFIBJOL_02423	contig_1_pilon	2800308	2801093	-	786	51
HFFIBJOL_02424	contig_1_pilon	2801488	2801970	-	483	17201
HFFIBJOL_02425	contig_1_pilon	2802718	2803377	+	660	303
HFFIBJOL_02426	contig_1_pilon	2803585	2804265	-	681	885
HFFIBJOL_02427	contig_1_pilon	2804262	2805530	-	1269	943
HFFIBJOL_02428	contig_1_pilon	2805770	2806447	+	678	667
HFFIBJOL_02429	contig_1_pilon	2806579	2806692	+	114	99
HFFIBJOL_02430	contig_1_pilon	2807402	2809249	-	1848	67
HFFIBJOL_02431	contig_1_pilon	2809484	2810245	-	762	5385
HFFIBJOL_02432	contig_1_pilon	2810524	2811819	+	1296	53
HFFIBJOL_02433	contig_1_pilon	2811853	2812347	-	495	82
HFFIBJOL_02434	contig_1_pilon	2812340	2813734	-	1395	82
HFFIBJOL_02435	contig_1_pilon	2813937	2814749	+	813	0
HFFIBJOL_02436	contig_1_pilon	2814771	2815616	-	846	81
HFFIBJOL_02437	contig_1_pilon	2815859	2816866	+	1008	21
HFFIBJOL_02438	contig_1_pilon	2816918	2817340	-	423	328
HFFIBJOL_02439	contig_1_pilon	2817632	2817958	+	327	18
HFFIBJOL_02440	contig_1_pilon	2817995	2818423	-	429	296
HFFIBJOL_02441	contig_1_pilon	2818431	2819636	-	1206	111
HFFIBJOL_02442	contig_1_pilon	2819620	2822001	-	2382	1976
HFFIBJOL_02443	contig_1_pilon	2822224	2822541	-	318	45
HFFIBJOL_02444	contig_1_pilon	2822712	2823194	-	483	0
HFFIBJOL_02445	contig_1_pilon	2823199	2824083	-	885	10
HFFIBJOL_02446	contig_1_pilon	2824398	2825345	-	948	33
HFFIBJOL_02447	contig_1_pilon	2825481	2827313	+	1833	146
HFFIBJOL_02448	contig_1_pilon	2827386	2828315	-	930	25
HFFIBJOL_02449	contig_1_pilon	2828504	2829025	+	522	77
HFFIBJOL_02450	contig_1_pilon	2829171	2829887	+	717	2887
HFFIBJOL_02451	contig_1_pilon	2829912	2830127	-	216	52
HFFIBJOL_02452	contig_1_pilon	2830219	2830653	+	435	858
HFFIBJOL_02453	contig_1_pilon	2830660	2830857	-	198	16
HFFIBJOL_02454	contig_1_pilon	2830868	2831725	-	858	100
HFFIBJOL_02455	contig_1_pilon	2831858	2832316	+	459	718
HFFIBJOL_02456	contig_1_pilon	2832339	2833193	-	855	8
HFFIBJOL_02457	contig_1_pilon	2833451	2834824	+	1374	49
HFFIBJOL_02458	contig_1_pilon	2834870	2836369	-	1500	64
HFFIBJOL_02459	contig_1_pilon	2836366	2837103	-	738	68
HFFIBJOL_02460	contig_1_pilon	2837265	2837567	-	303	6
HFFIBJOL_02461	contig_1_pilon	2837827	2838972	-	1146	36
HFFIBJOL_02462	contig_1_pilon	2839106	2840176	-	1071	128
HFFIBJOL_02463	contig_1_pilon	2840201	2841040	-	840	150
HFFIBJOL_02464	contig_1_pilon	2841334	2842206	+	873	22
HFFIBJOL_02465	contig_1_pilon	2842289	2844253	-	1965	855
HFFIBJOL_02466	contig_1_pilon	2844250	2845944	-	1695	1236
HFFIBJOL_02467	contig_1_pilon	2846210	2846473	+	264	26
HFFIBJOL_02468	contig_1_pilon	2846482	2848056	+	1575	184
HFFIBJOL_02469	contig_1_pilon	2848242	2848952	+	711	195
HFFIBJOL_02470	contig_1_pilon	2849461	2850306	+	846	958
HFFIBJOL_02471	contig_1_pilon	2850362	2850649	+	288	169
HFFIBJOL_02472	contig_1_pilon	2850772	2851053	+	282	46
HFFIBJOL_02473	contig_1_pilon	2851100	2851465	-	366	20
HFFIBJOL_02474	contig_1_pilon	2851573	2851674	+	102	1442
HFFIBJOL_02475	contig_1_pilon	2851726	2852289	+	564	1854
HFFIBJOL_02476	contig_1_pilon	2852530	2853630	+	1101	16
HFFIBJOL_02477	contig_1_pilon	2853668	2854462	+	795	0
HFFIBJOL_02478	contig_1_pilon	2854471	2855511	+	1041	18
HFFIBJOL_02479	contig_1_pilon	2855570	2856049	+	480	310
HFFIBJOL_02480	contig_1_pilon	2856104	2857084	+	981	271
HFFIBJOL_02481	contig_1_pilon	2857125	2857559	-	435	27
HFFIBJOL_02482	contig_1_pilon	2857862	2858410	+	549	54
HFFIBJOL_02483	contig_1_pilon	2858468	2859448	+	981	136
HFFIBJOL_02484	contig_1_pilon	2859525	2860766	+	1242	211
HFFIBJOL_02485	contig_1_pilon	2860885	2861316	+	432	221
HFFIBJOL_02486	contig_1_pilon	2861449	2862015	+	567	79
HFFIBJOL_02487	contig_1_pilon	2862113	2862472	+	360	16
HFFIBJOL_02488	contig_1_pilon	2862507	2862722	-	216	4
HFFIBJOL_02489	contig_1_pilon	2862798	2864159	-	1362	6
HFFIBJOL_02490	contig_1_pilon	2864527	2865387	+	861	66
HFFIBJOL_02491	contig_1_pilon	2865371	2866405	+	1035	4
HFFIBJOL_02492	contig_1_pilon	2866390	2868780	-	2391	596
HFFIBJOL_02493	contig_1_pilon	2868943	2869356	-	414	484
HFFIBJOL_02494	contig_1_pilon	2869402	2869482	+	81	7
HFFIBJOL_02495	contig_1_pilon	2870029	2870397	+	369	16
HFFIBJOL_02496	contig_1_pilon	2871153	2871713	+	561	99
HFFIBJOL_02497	contig_1_pilon	2871752	2872126	-	375	152
HFFIBJOL_02498	contig_1_pilon	2872318	2872698	-	381	11
HFFIBJOL_02499	contig_1_pilon	2872795	2873721	+	927	8
HFFIBJOL_02500	contig_1_pilon	2874211	2875434	+	1224	39
HFFIBJOL_02501	contig_1_pilon	2875747	2876172	+	426	849
HFFIBJOL_02502	contig_1_pilon	2876207	2876800	+	594	2529
HFFIBJOL_02503	contig_1_pilon	2876890	2877240	+	351	487
HFFIBJOL_02504	contig_1_pilon	2877310	2878635	-	1326	15
HFFIBJOL_02505	contig_1_pilon	2879011	2880201	-	1191	177
HFFIBJOL_02506	contig_1_pilon	2880241	2880363	-	123	0
HFFIBJOL_02507	contig_1_pilon	2880617	2881744	+	1128	4399
HFFIBJOL_02508	contig_1_pilon	2881844	2882839	+	996	631
HFFIBJOL_02509	contig_1_pilon	2882836	2883915	+	1080	422
HFFIBJOL_02510	contig_1_pilon	2883954	2884730	+	777	564
HFFIBJOL_02511	contig_1_pilon	2884898	2885896	-	999	213
HFFIBJOL_02512	contig_1_pilon	2885903	2886523	-	621	780
HFFIBJOL_02513	contig_1_pilon	2886718	2887119	+	402	149
HFFIBJOL_02514	contig_1_pilon	2887177	2887365	-	189	444
HFFIBJOL_02515	contig_1_pilon	2887510	2888493	-	984	14
HFFIBJOL_02516	contig_1_pilon	2889007	2890593	+	1587	83
HFFIBJOL_02517	contig_1_pilon	2890618	2890845	+	228	2
HFFIBJOL_02518	contig_1_pilon	2891018	2891701	-	684	138
HFFIBJOL_02519	contig_1_pilon	2891926	2892930	-	1005	120
HFFIBJOL_02520	contig_1_pilon	2893024	2893455	-	432	141
HFFIBJOL_02521	contig_1_pilon	2893648	2894529	+	882	34
HFFIBJOL_02522	contig_1_pilon	2894539	2894739	+	201	13
HFFIBJOL_02523	contig_1_pilon	2894783	2894980	+	198	16
HFFIBJOL_02524	contig_1_pilon	2895022	2895243	+	222	57
HFFIBJOL_02525	contig_1_pilon	2895412	2895768	+	357	379
HFFIBJOL_02526	contig_1_pilon	2896360	2897205	+	846	109
HFFIBJOL_02527	contig_1_pilon	2897195	2898589	+	1395	145
HFFIBJOL_02528	contig_1_pilon	2898586	2900148	+	1563	144
HFFIBJOL_02529	contig_1_pilon	2900171	2901601	+	1431	153
HFFIBJOL_02530	contig_1_pilon	2901598	2903208	+	1611	105
HFFIBJOL_02531	contig_1_pilon	2903271	2903813	-	543	115
HFFIBJOL_02532	contig_1_pilon	2903929	2904039	-	111	212
HFFIBJOL_02533	contig_1_pilon	2904118	2907237	-	3120	1948456
HFFIBJOL_02534	contig_1_pilon	2907544	2909067	-	1524	102376
HFFIBJOL_02535	contig_1_pilon	2910025	2911047	+	1023	15
HFFIBJOL_02536	contig_1_pilon	2911143	2911952	-	810	93
HFFIBJOL_02537	contig_1_pilon	2912335	2913093	-	759	8
HFFIBJOL_02538	contig_1_pilon	2913090	2914193	-	1104	4
HFFIBJOL_02539	contig_1_pilon	2914405	2914785	+	381	6
HFFIBJOL_02540	contig_1_pilon	2914955	2916496	+	1542	3
HFFIBJOL_02541	contig_1_pilon	2916599	2918008	+	1410	67
HFFIBJOL_02542	contig_1_pilon	2918048	2918899	-	852	0
HFFIBJOL_02543	contig_1_pilon	2918968	2919408	+	441	0
HFFIBJOL_02544	contig_1_pilon	2919426	2919944	-	519	10
HFFIBJOL_02545	contig_1_pilon	2920041	2920787	+	747	6
HFFIBJOL_02546	contig_1_pilon	2920840	2921220	-	381	37
HFFIBJOL_02547	contig_1_pilon	2921380	2923755	+	2376	28
HFFIBJOL_02548	contig_1_pilon	2923789	2925669	-	1881	294
HFFIBJOL_02549	contig_1_pilon	2925803	2926432	-	630	30
HFFIBJOL_02550	contig_1_pilon	2926429	2927238	-	810	310
HFFIBJOL_02551	contig_1_pilon	2927299	2928231	-	933	30
HFFIBJOL_02552	contig_1_pilon	2928325	2929158	+	834	316
HFFIBJOL_02553	contig_1_pilon	2929209	2931053	-	1845	31
HFFIBJOL_02554	contig_1_pilon	2931276	2932718	+	1443	88
HFFIBJOL_02555	contig_1_pilon	2933024	2934082	+	1059	458
HFFIBJOL_02556	contig_1_pilon	2934187	2935185	-	999	29
HFFIBJOL_02557	contig_1_pilon	2935306	2936133	-	828	314
HFFIBJOL_02558	contig_1_pilon	2936363	2936947	+	585	29
HFFIBJOL_02559	contig_1_pilon	2937000	2937482	-	483	18
HFFIBJOL_02560	contig_1_pilon	2937688	2938638	+	951	14
HFFIBJOL_02561	contig_1_pilon	2938761	2939546	+	786	245
HFFIBJOL_02562	contig_1_pilon	2939534	2940391	+	858	383
HFFIBJOL_02563	contig_1_pilon	2940401	2941111	+	711	452
HFFIBJOL_02564	contig_1_pilon	2941120	2942421	+	1302	177
HFFIBJOL_02565	contig_1_pilon	2942470	2942925	-	456	717
HFFIBJOL_02566	contig_1_pilon	2942993	2943562	-	570	189
HFFIBJOL_02567	contig_1_pilon	2943678	2945291	-	1614	133
HFFIBJOL_02568	contig_1_pilon	2945431	2946036	+	606	200
HFFIBJOL_02569	contig_1_pilon	2946088	2946777	-	690	8
HFFIBJOL_02570	contig_1_pilon	2947355	2949967	+	2613	160
HFFIBJOL_02571	contig_1_pilon	2950312	2952831	-	2520	11747
HFFIBJOL_02572	contig_1_pilon	2953340	2954038	+	699	24
HFFIBJOL_02573	contig_1_pilon	2953969	2954316	-	348	673
HFFIBJOL_02574	contig_1_pilon	2954458	2954976	-	519	63
HFFIBJOL_02575	contig_1_pilon	2954986	2955441	-	456	250
HFFIBJOL_02576	contig_1_pilon	2955687	2955866	-	180	235
HFFIBJOL_02577	contig_1_pilon	2955913	2956539	-	627	145
HFFIBJOL_02578	contig_1_pilon	2956760	2957557	-	798	39
HFFIBJOL_02579	contig_1_pilon	2957563	2958579	-	1017	25
HFFIBJOL_02580	contig_1_pilon	2958576	2960417	-	1842	20
HFFIBJOL_02581	contig_1_pilon	2960414	2961439	-	1026	19
HFFIBJOL_02582	contig_1_pilon	2961436	2962413	-	978	26
HFFIBJOL_02583	contig_1_pilon	2962694	2962894	-	201	0
HFFIBJOL_02584	contig_1_pilon	2963339	2964457	+	1119	40
HFFIBJOL_02585	contig_1_pilon	2964485	2965195	-	711	302
HFFIBJOL_02586	contig_1_pilon	2965418	2966455	-	1038	258
HFFIBJOL_02587	contig_1_pilon	2966568	2967254	-	687	66
HFFIBJOL_02588	contig_1_pilon	2967472	2968683	-	1212	41
HFFIBJOL_02589	contig_1_pilon	2968852	2969871	+	1020	58
HFFIBJOL_02590	contig_1_pilon	2969909	2971051	+	1143	301
HFFIBJOL_02591	contig_1_pilon	2971079	2971639	-	561	16
HFFIBJOL_02592	contig_1_pilon	2971797	2972498	-	702	76
HFFIBJOL_02593	contig_1_pilon	2972539	2973162	-	624	6
HFFIBJOL_02594	contig_1_pilon	2973263	2973772	+	510	0
HFFIBJOL_02595	contig_1_pilon	2973774	2974322	-	549	30
HFFIBJOL_02596	contig_1_pilon	2974427	2975686	+	1260	10
HFFIBJOL_02597	contig_1_pilon	2975798	2977207	-	1410	95
HFFIBJOL_02598	contig_1_pilon	2977326	2978369	-	1044	219
HFFIBJOL_02599	contig_1_pilon	2978529	2979257	-	729	8
HFFIBJOL_02600	contig_1_pilon	2979261	2979995	-	735	38
HFFIBJOL_02601	contig_1_pilon	2980149	2981372	+	1224	75
HFFIBJOL_02602	contig_1_pilon	2981438	2981929	-	492	214
HFFIBJOL_02603	contig_1_pilon	2982035	2982628	-	594	833
HFFIBJOL_02604	contig_1_pilon	2982625	2982984	-	360	662
HFFIBJOL_02605	contig_1_pilon	2983403	2983891	-	489	62
HFFIBJOL_02606	contig_1_pilon	2983888	2984808	-	921	154
HFFIBJOL_02607	contig_1_pilon	2984878	2986722	-	1845	498
HFFIBJOL_02608	contig_1_pilon	2986863	2987978	+	1116	1228
HFFIBJOL_02609	contig_1_pilon	2988108	2988713	-	606	550
HFFIBJOL_02610	contig_1_pilon	2988944	2990959	-	2016	5782
HFFIBJOL_02611	contig_1_pilon	2991245	2991838	-	594	760
HFFIBJOL_02612	contig_1_pilon	2991862	2992944	-	1083	271
HFFIBJOL_02613	contig_1_pilon	2993150	2994304	-	1155	512
HFFIBJOL_02614	contig_1_pilon	2994563	2996191	-	1629	33
HFFIBJOL_02615	contig_1_pilon	2996278	2996775	+	498	2291
HFFIBJOL_02616	contig_1_pilon	2997041	2998840	-	1800	3685
HFFIBJOL_02617	contig_1_pilon	2999075	2999794	-	720	427
HFFIBJOL_02618	contig_1_pilon	3000085	3000456	+	372	57
HFFIBJOL_02619	contig_1_pilon	3000555	3001313	-	759	88
HFFIBJOL_02620	contig_1_pilon	3001431	3002105	+	675	50
HFFIBJOL_02621	contig_1_pilon	3002119	3002529	-	411	68
HFFIBJOL_02622	contig_1_pilon	3002797	3003645	+	849	182
HFFIBJOL_02623	contig_1_pilon	3004261	3004689	+	429	9
HFFIBJOL_02624	contig_1_pilon	3004683	3005156	+	474	2
HFFIBJOL_02625	contig_1_pilon	3005246	3006295	-	1050	255
HFFIBJOL_02626	contig_1_pilon	3006650	3007312	+	663	1207
HFFIBJOL_02627	contig_1_pilon	3007328	3008740	+	1413	871
HFFIBJOL_02628	contig_1_pilon	3008892	3009554	-	663	40
HFFIBJOL_02629	contig_1_pilon	3009652	3010389	+	738	23
HFFIBJOL_02630	contig_1_pilon	3010630	3010998	+	369	6
HFFIBJOL_02631	contig_1_pilon	3011063	3011608	-	546	21
HFFIBJOL_02632	contig_1_pilon	3011834	3013294	-	1461	197
HFFIBJOL_02633	contig_1_pilon	3013384	3014247	-	864	73
HFFIBJOL_02634	contig_1_pilon	3014568	3015065	+	498	93
HFFIBJOL_02635	contig_1_pilon	3015176	3015415	-	240	34
HFFIBJOL_02636	contig_1_pilon	3015686	3015922	-	237	2
HFFIBJOL_02637	contig_1_pilon	3016098	3017333	-	1236	0
HFFIBJOL_02638	contig_1_pilon	3017333	3017587	-	255	0
HFFIBJOL_02639	contig_1_pilon	3017596	3017760	-	165	0
HFFIBJOL_02640	contig_1_pilon	3017811	3018047	+	237	0
HFFIBJOL_02641	contig_1_pilon	3018047	3018352	+	306	4
HFFIBJOL_02642	contig_1_pilon	3018399	3018995	-	597	254
HFFIBJOL_02643	contig_1_pilon	3019098	3019943	-	846	433
HFFIBJOL_02644	contig_1_pilon	3020114	3020881	-	768	29
HFFIBJOL_02645	contig_1_pilon	3021133	3022254	+	1122	37
HFFIBJOL_02646	contig_1_pilon	3022342	3022653	+	312	5
HFFIBJOL_02647	contig_1_pilon	3022658	3024325	+	1668	9
HFFIBJOL_02648	contig_1_pilon	3024486	3025544	+	1059	31
HFFIBJOL_02649	contig_1_pilon	3025510	3026109	-	600	15
HFFIBJOL_02650	contig_1_pilon	3026213	3026944	+	732	33
HFFIBJOL_02651	contig_1_pilon	3027054	3027941	+	888	203
HFFIBJOL_02652	contig_1_pilon	3027974	3028393	+	420	26
HFFIBJOL_02653	contig_1_pilon	3028457	3029323	-	867	102
HFFIBJOL_02654	contig_1_pilon	3029396	3031069	-	1674	6
HFFIBJOL_02655	contig_1_pilon	3031066	3031944	-	879	6
HFFIBJOL_02656	contig_1_pilon	3031941	3032390	-	450	8
HFFIBJOL_02657	contig_1_pilon	3032552	3033775	-	1224	2
HFFIBJOL_02658	contig_1_pilon	3033769	3034467	-	699	21
HFFIBJOL_02659	contig_1_pilon	3034561	3035454	-	894	180
HFFIBJOL_02660	contig_1_pilon	3035634	3036533	-	900	4
HFFIBJOL_02661	contig_1_pilon	3036718	3036951	+	234	0
HFFIBJOL_02662	contig_1_pilon	3036948	3038375	+	1428	0
HFFIBJOL_02663	contig_1_pilon	3038379	3038891	-	513	41
HFFIBJOL_02664	contig_1_pilon	3039034	3039858	-	825	10
HFFIBJOL_02665	contig_1_pilon	3040220	3041242	-	1023	99
HFFIBJOL_02666	contig_1_pilon	3041320	3042087	-	768	19
HFFIBJOL_02667	contig_1_pilon	3042174	3042392	-	219	106
HFFIBJOL_02668	contig_1_pilon	3042451	3046302	-	3852	52
HFFIBJOL_02669	contig_1_pilon	3046351	3058773	-	12423	967
HFFIBJOL_02670	contig_1_pilon	3074456	3074541	-	86	4
HFFIBJOL_02671	contig_1_pilon	3084407	3086137	+	1731	477
HFFIBJOL_02672	contig_1_pilon	3086112	3088379	+	2268	251
HFFIBJOL_02673	contig_1_pilon	3088710	3088786	-	77	5
HFFIBJOL_02674	contig_1_pilon	3088847	3090448	-	1602	114
HFFIBJOL_02675	contig_1_pilon	3090793	3092022	-	1230	122
HFFIBJOL_02676	contig_1_pilon	3092298	3095525	-	3228	276
HFFIBJOL_02677	contig_1_pilon	3095647	3095871	-	225	183
HFFIBJOL_02678	contig_1_pilon	3095922	3098780	-	2859	2370
HFFIBJOL_02679	contig_1_pilon	3099310	3099744	+	435	17
HFFIBJOL_02680	contig_1_pilon	3099864	3100265	-	402	1407
HFFIBJOL_02681	contig_1_pilon	3100494	3100685	-	192	35
HFFIBJOL_02682	contig_1_pilon	3100808	3102352	-	1545	86
HFFIBJOL_02683	contig_1_pilon	3102905	3103504	-	600	42
HFFIBJOL_02684	contig_1_pilon	3103691	3106087	-	2397	74
HFFIBJOL_02685	contig_1_pilon	3107046	3107519	-	474	280
HFFIBJOL_02686	contig_1_pilon	3107628	3107969	-	342	1393
HFFIBJOL_02687	contig_1_pilon	3108025	3110481	+	2457	56
HFFIBJOL_02688	contig_1_pilon	3110501	3111019	+	519	18
HFFIBJOL_02689	contig_1_pilon	3111012	3111311	-	300	8
HFFIBJOL_02690	contig_1_pilon	3111466	3111852	-	387	2
HFFIBJOL_02691	contig_1_pilon	3111827	3112216	-	390	0
HFFIBJOL_02692	contig_1_pilon	3112209	3112451	-	243	2
HFFIBJOL_02693	contig_1_pilon	3112526	3113374	-	849	0
HFFIBJOL_02694	contig_1_pilon	3113364	3114356	-	993	2
HFFIBJOL_02695	contig_1_pilon	3114353	3115558	-	1206	1
HFFIBJOL_02696	contig_1_pilon	3115555	3116745	-	1191	17
HFFIBJOL_02697	contig_1_pilon	3117140	3118078	+	939	579
HFFIBJOL_02698	contig_1_pilon	3118402	3119223	-	822	31
HFFIBJOL_02699	contig_1_pilon	3119334	3120329	+	996	68
HFFIBJOL_02700	contig_1_pilon	3120377	3121666	-	1290	1049
HFFIBJOL_02701	contig_1_pilon	3121994	3124291	+	2298	82
